BinBase name,L1_PAT_907,L2_PAT_907,L3_PAT_907,normL1_PAT_907,normL2_PAT_907,normL3_PAT_907
zymostenol,210,108,138,8.476446425661759e-7,4.46202296032244e-7,5.665383903327334e-7
xylulose,188883,104562,141028,7.624079191515572e-4,4.3199818960855087e-4,5.789693921148169e-4
xylose,9613,10344,12845,3.880194261423166e-5,4.273626435331048e-5,5.273322915814464e-5
xanthosine,12885,4258,5100,5.200905342602465e-5,1.7591938671345325e-5,2.0937288338383626e-5
xanthine,369348,253403,268421,0.0014908373973453902,0.0010469351890875808,0.0011019623280543668
valine,1183079,2873933,2304612,0.004775383695631185,0.011873662067063287,0.009461240382764503
uridine-5'-monophosphate,8915,3763,5638,3.5984533278464085e-5,1.5546844814530872e-5,2.314596699055037e-5
uridine,130814,92173,68251,5.280180298697702e-4,3.808130021498151e-4,2.8019428752608253e-4
uric acid,1035137,695851,907323,0.0041782301541524935,0.002874910313854935,0.0037248790719700484
urea,174255,220993,168216,7.033634151922332e-4,9.130331852504972e-4,6.905856657116745e-4
uracil,543455,486004,576644,0.0021936034248847673,0.002007926858156062,0.002367325822862527
undecanoic acid,14209,82747,8946,5.7353251077251395e-5,3.4186945731277864e-4,3.672646695591763e-5
UDP-N-acetylglucosamine,21606,19516,24625,8.721052451087997e-5,8.063040749412291e-5,1.0109425986915623e-4
UDP-glucuronic acid,673,750,1013,2.7164992592716017e-6,3.098627055779472e-6,4.15872021309463e-6
tyrosine,3793621,2363354,1418696,0.015312583412269232,0.009764203529046184,0.005824244552257156
tryptophan,3664354,3607338,3900001,0.014790809697933033,0.014903726834855214,0.01601087165823225
trisaccharide,529,944,2490,2.1352572186547956e-6,3.900138587541095e-6,1.0222323129916712e-5
tridecanoic acid,711074,992540,936093,0.002870181269371909,0.004100681730591143,0.0038429900103024595
tocopherol gamma-,1204,870,1674,4.859829284046075e-6,3.5944073847041876e-6,6.872356995775331e-6
tocopherol alpha-,1362,1677,1517,5.497580967500626e-6,6.9285300967229e-6,6.227816943005483e-6
thymine,3606,1770,3523,1.455526943377919e-5,7.312759851639555e-6,1.4463150356103043e-5
threonine,1169225,1549455,2249344,0.004719463367640176,0.006401577579617043,0.009234345862786897
terephthalic acid,6860,2423,4882,2.768972499049508e-5,1.0010631141538215e-5,2.004232189568409e-5
tagatose,877,834,1014,3.539925483478744e-6,3.445673286026773e-6,4.162825563749215e-6
sucrose,6535,13171,8829,2.6377893996047426e-5,5.441602260222857e-5,3.6246140929331185e-5
succinic acid,584235,354273,388785,0.0023582079416649988,0.0014636798705762147,0.0015960987542428388
stigmasterol,23561,22611,21787,9.510169249286509e-5,9.341740847763953e-5,8.944327471144393e-5
stearic acid,1014247,754308,944469,0.004093909694232458,0.0031164255695878694,0.0038773764273852636
squalene,10328,2119,11774,4.1687970802016496e-5,8.75465430826227e-6,4.833639860708408e-5
spermidine,113671,64515,33705,4.5882197221495133e-4,2.665438993381502e-4,1.3837084381278827e-4
sorbitol,131514,107293,4091840,5.308435120116574e-4,4.4328132359432924e-4,0.016798438022457188
sophorose,45321,36733,31931,1.8293382307496027e-4,1.5176249018659647e-4,1.310879517515544e-4
shikimic acid,11472,10160,8258,4.6305615902472237e-5,4.197606784895925e-5,3.390198570556313e-5
serine,11548443,11379914,11092580,0.046614170661575506,0.04701614588379146,0.04553893056403675
salicyl alcohol,1001,1013,811,4.040439462898772e-6,4.185212276672807e-6,3.3294393808684552e-6
saccharic acid,28372,15581,22751,1.145208276137502e-4,6.437294420813327e-5,9.34008327424639e-5
ribulose-5-phosphate,3505,1664,1747,1.4147592724735459e-5,6.874820561089389e-6,7.172047593560038e-6
ribose-5-phosphate,8912,1420,4496,3.5972424069284565e-5,5.8667338922758005e-6,1.845765654301427e-5
ribonic acid,5460,5639,8416,2.203876070672057e-5,2.3297543956720593e-5,3.4550631108987566e-5
ribitol,130118,153645,288554,5.252086933401223e-4,6.347847386469827e-4,0.0011846153527831273
quinic acid,26830,26307,84863,1.0829669409547857e-4,1.0868744260852077e-4,3.4839237260004895e-4
pyrophosphate,176584,160780,161211,7.127641979185981e-4,6.64263010704298e-4,6.618276843763064e-4
putrescine,174187,148109,118482,7.030889397841642e-4,6.119127394725891e-4,4.864101562565429e-4
pseudo-uridine,65118,37839,52067,2.6284249445059164e-4,1.5633193221818592e-4,2.137532925322785e-4
prunin,26982,19596,26906,1.0891022736057408e-4,8.096092771340605e-5,1.1045856471226468e-4
propyleneglycol,684288,634889,331081,0.0027620621770110634,0.0026230456437556977,0.0013592036000706646
proline,2172905,1995867,2122493,0.008770720390739315,0.008245929981249877,0.008713578026902133
pipecolinic acid,7367,2858,22238,2.9736181341833417e-5,1.1807834833890308e-5,9.129478785666178e-5
phthalic acid,103649,123809,117921,4.183691407492455e-4,5.115172228653342e-4,4.841070545393207e-4
phosphoinositol,2407,10076,12913,9.71562216503231e-6,4.162902161871195e-5,5.3012393002656426e-5
phosphoethanolamine,415510,868924,340147,0.001677165835393675,0.0035899618877548293,0.0013964227091051325
phosphate,2256463,2115290,1784855,0.009107994157613337,0.008739326433093013,0.007327455642589354
phenylalanine,6138817,6475985,8019511,0.02477873972259126,0.026755549778429366,0.032922904733301804
phenylacetic acid,4839,3902,4692,1.9532154406560595e-5,1.6121123695535335e-5,1.9262305271312938e-5
pentadecanoic acid,206218,259733,258144,8.32378966193865e-4,0.0010730876014383595,0.0010597716393771967
pelargonic acid,51616,59326,48479,2.0834298033664634e-4,2.451055316148973e-4,1.9902329438362741e-4
parabanic acid,17378,4381,31650,7.014461237388097e-5,1.810011350849316e-5,1.2993434821761604e-4
pantothenic acid,29383,38628,16614,1.1860163110724735e-4,1.5959168788086593e-4,6.82062957752756e-5
palmitoleic acid,311133,198539,239700,0.0012558581932168667,8.202644227032008e-4,9.840525519040305e-4
palmitic acid,908334,562742,706127,0.003666402136955737,0.002324970115497936,0.00289889894167016
palatinitol,68163,20799,41035,2.751333417678012e-4,8.593112551087632e-5,1.6846306411089649e-4
oxoproline,9791465,9412806,10542449,0.039522299286305816,0.03888903378987114,0.04328044990307924
ornithine,522891,704992,1353304,0.0021105988323622395,0.0029126763804107757,0.005555787462252533
oleic acid,235472,140870,180464,9.504599013063932e-4,5.820047911302056e-4,7.408680005290319e-4
octadecanol,3329,7105,2138,1.3437185786203806e-5,2.93543269750842e-5,8.777239699502782e-6
nonadecanoic acid,19665,15070,14052,7.937586617173261e-5,6.226174630746219e-5,5.7688387398228765e-5
N-methyl-UMP,32999,16191,37472,1.3319726457162494e-4,6.689316088016725e-5,1.5383569972861005e-4
N-methylethanolamine,1624295,784443,1342947,0.0065563093080810795,0.003240928404689089,0.005513268345522996
nicotinic acid,501890,407198,391725,0.002025830331702562,0.0016823396531457193,0.0016081684851673187
nicotinamide,20666,14739,20521,8.341630563463139e-5,6.0894218900178186e-5,8.42459007827393e-5
n-epsilon-trimethyllysine,37848,37647,104385,1.5276978300878392e-4,1.5553868369190638e-4,4.285370280788578e-4
N-alpha-acetyllysine,39223,25887,32860,1.5831983721606245e-4,1.0695221145728426e-4,1.349018225096639e-4
N-acetylserine,41832,12865,6532,1.6885081279918222e-4,5.3151782763470544e-5,2.6816150475749383e-5
N-acetylputrescine,121299,202808,8603,4.896116547554027e-4,8.379018079046976e-4,3.5318331681394965e-5
N-acetylglucosamine-6-phosphate,5376,7776,8363,2.16997028496941e-5,3.212656531432157e-5,3.433304752429456e-5
N-acetylgalactosamine,16853,18814,23634,6.802550076746553e-5,7.773009256991333e-5,9.702585737046248e-5
N-acetylaspartic acid,16367,12496,10447,6.606380888038381e-5,5.162725825202705e-5,4.2888598288449754e-5
myristic acid,1578838,1564949,1781372,0.006372826534189981,0.006465591083086706,0.007313156706259435
myo-inositol,874031,506417,561985,0.003527941402794082,0.0020922632236088975,0.002307145487616965
methionine sulfoxide,178180,315853,483670,7.19206297202101e-4,0.0013049475352654848,0.001985634951103139
methionine,1240399,1448502,1854655,0.005006750319021152,0.005984489983400902,0.0076140091182793895
methanolphosphate,10902,11165,12835,4.400486615836404e-5,4.612822810370374e-5,5.269217565159879e-5
melezitose,1404,397,1243,5.6671098960138615e-6,1.6402065881926006e-6,5.102950863649186e-6
maltotriose,63757,50918,19091,2.573489498861508e-4,2.1036785656823888e-4,7.837524934668271e-5
maltotriitol,5835,3830,2646,2.3552411854160172e-5,1.5823655498180506e-5,1.0862757832031976e-5
maltose,89993,106320,3466767,3.632480205640851e-4,4.3926137142729797e-4,0.014232294172743763
maltitol,4922,3467,4264,1.9867175860527226e-5,1.432392000318324e-5,1.7505215191150546e-5
malonic acid,1078,1705,1795,4.35124249850637e-6,7.044212173472e-6,7.369104424980119e-6
malonamide,858,855,1091,3.4632338253418044e-6,3.5324348435885982e-6,4.478937564152262e-6
malic acid,92372,98202,57513,3.728506234434419e-4,4.05721832175541e-4,2.3611103219714854e-4
maleimide,72395,70614,103288,2.9221539951703953e-4,2.9174193455574885e-4,4.24033458410778e-4
lysine,4060396,4606926,2762903,0.016389394838557763,0.019033527396765202,0.011342685639604928
loganin,43741,30791,30085,1.7655630624041475e-4,1.2721310089934098e-4,1.2350947444319046e-4
linolenic acid,51556,28567,33207,2.0810079615305601e-4,1.1802463880326958e-4,1.3632637918680493e-4
linoleic acid,128290,76241,90970,5.178301485467367e-4,3.14989900479577e-4,3.734637490475997e-4
lignoceric acid,5020,2827,6168,2.026274336039144e-5,1.167975824891809e-5,2.5321802837480432e-5
leucrose,28719,9384,62215,1.1592145947551431e-4,3.877002172191276e-5,2.5541439097500734e-4
leucine,11976575,12779364,15599168,0.04834228397639047,0.052797977394738904,0.06404005455978178
L-DOPA,5963049,2450121,2341853,0.02406926922956949,0.010122681627377941,0.009614127746491903
lauric acid,270657,477347,494881,0.001092480742966826,0.001972160438926885,0.0020316600372916917
lactulose,20905,56607,32579,8.438100596593288e-5,2.3387197566201144e-4,1.337482189757255e-4
lactose,87682,100731,82417,3.539198930927973e-4,4.1617040260762936e-4,3.3835068489893397e-4
lactobionic acid,16154,4180,24240,6.520405502863812e-5,1.726968145754426e-5,9.9513699867141e-5
lactitol,697741,537717,406385,0.0028163639073750767,0.002221579259403427,0.0016683529257635354
lactic acid,2607055,2395631,1771019,0.010523124779168388,0.00989755604301871,0.007270654010932516
kynurenine,17454,13565,896,7.045137900642873e-5,5.604383468219805e-5,3.678394186508182e-6
kynurenic acid,4932,4031,5135,1.9907539891125615e-5,1.6654087549129405e-5,2.1080975611294102e-005
ketoisoleucine,40413,28676,44150,1.631231568572708e-4,1.1847497260204287e-4,1.8125123139992884e-4
isoxanthopterin,18972,4485,2682,7.657863885126423e-5,1.8529789793561245e-5,1.1010550455597036e-5
isothreonic acid,6995,6967,10066,2.8234639403573333e-5,2.8784179596820777e-5,4.132445968905286e-5
isomaltotriose,11186,8042,2515,4.51512046273583e-5,3.3225545043438023e-5,1.0324956896281337e-5
isomaltose,3417,1899,1863,1.3792389255469633e-5,7.845723705233624e-6,7.648268269491901e-6
isoleucine,8587539,8986573,10762055,0.03466276869608617,0.03712805098204973,0.04418200953893004
isoheptadecanoic acid,23660,18540,23772,9.550129639578914e-5,7.659806081886855e-5,9.759239576079521e-5
isogluconic acid,665986,389310,430013,0.002688187928209891,0.0016084353321140085,0.0017653541510300702
inulotriose,26276,4509,24921,1.0606052680032779e-4,1.8628945859346188e-5,1.023094436629134e-4
inosine-5-monophosphate,29091,17728,16411,1.1742300141377439e-4,7.324328059314464e-5,6.737290959239484e-5
inosine,2136318,2497804,2176004,0.00862304051198899,0.010319684072578918,0.008933259445779633
indole-3-acetate,6792,5645,5337,2.741524958242603e-5,2.332233297316683e-5,2.1910256443520277e-5
hypoxanthine,1300275,785211,819308,0.005248433988632068,0.003244101398794207,0.0033635466341067474
hypotaurine,21313,24236,18955,8.602785841434717e-5,1.0013110043182839e-4,7.781692165765914e-5
homoserine,17615,17155,21409,7.11012398990628e-5,7.087592952252913e-5,8.78914521640108e-5
histidine,5888951,6099125,8187136,0.02377017983564154,0.025198551655441298,0.03361106413677662
heptanoic acid,18579,16657,11963,7.499233244874753e-5,6.881844115749156e-5,4.911230988080065e-5
heptadecanoic acid,36628,33636,70906,1.4784537127578043e-4,1.3896722619759777e-4,2.910939935140058e-4
guanosine,90403,111333,92801,3.64902945818619e-4,4.5997259466812795e-4,3.809806460961449e-4
glycyl-proline,30257,46650,60388,1.2212944738154659e-4,1.9273460286948316e-4,2.479139153290805e-4
glycyl-glycine,37219,30547,32602,1.5023088548414524e-4,1.2620501423052738e-4,1.3384264204078098e-4
glycolic acid,27494,27204,28705,1.1097686572721161e-4,1.1239340056723302e-4,1.1784409053986314e-4
glycine,3927782,3645005,3660920,0.015854111283180282,0.01505934814860194,0.015029360318383408
glycerol-alpha-phosphate,82520,99830,84006,3.3308398049790874e-4,4.1244791863795296e-4,3.448740870890696e-4
glycerol-3-galactoside,80009,54724,54289,3.2294857241465315e-4,2.2609235600063444e-4,2.228753816867664e-4
glycerol,3091384,2813895,2735488,0.012478071836737119,0.01162561490549677,0.01123013745140948
glyceric acid,40527,39988,45465,1.6358330680609244e-4,1.6521053160867938e-4,1.8664976751070814e-4
glutaric acid,4054,4222,4504,1.6363578004587033e-5,1.744320457266791e-5,1.849049934825095e-5
glutamine,14452078,17464041,3468404,0.058334411860230924,0.07215273326112265,0.014239014631765318
glutamate,5779441,5376107,7376911,0.02332815333655858,0.022211400806620547,0.030284806402665468
glucose-6-phosphate,36065,36815,31886,1.455728763530911e-4,1.521012734113617e-4,1.309032109720981e-4
glucose,7677535,7654771,4202463,0.0309896257660205,0.031625707368528114,0.017252584227919348
gluconic acid lactone,87625,52816,37892,3.536898181183865e-4,2.1820944877073148e-4,1.5555994700353575e-4
gluconic acid,16552,401132,111661,6.681054344645401e-5,0.001657277957518575,4.5840755944161844e-4
galacturonic acid,43331,35343,30275,1.749013809858808e-4,1.4601970137655186e-4,1.2428949106756162e-4
galactose,150927,97204,92990,6.092022046123106e-4,4.0159859243998376e-4,3.8175655736986144e-4
galactinol,602,597,1126,2.4299146420230374e-6,2.46650713640046e-6,4.622624837062738e-6
fumaric acid,117147,116396,106006,4.728525092509514e-4,4.8089039304600995e-4,4.3519180148994015e-4
fructose-6-phosphate,2115,18448,17396,8.536992471559343e-6,7.621796256669294e-5,7.14166799871611e-5
fructose-1-phosphate,5743,4022,7454,2.318106277265499e-5,1.661690402446005e-5,3.060128377927678e-5
fructose,235267,253476,217334,9.496324386791262e-4,0.0010472367887876767,8.922322791635818e-4
ethanolamine,11214689,10158647,9156877,0.04526700499474202,0.04197047792575062,0.03759219098590456
erythritol,50133,50279,115827,2.0235699459890521e-4,2.0772782631671479e-4,4.7551045026861965e-4
ergosterol,2254,1664,2303,9.098052496876954e-6,6.874820561089389e-6,9.454622557509311e-6
Dopamine,168893,82447,36963,6.817202219853768e-4,3.406300064904669e-4,1.5174607624542628e-4
digalacturonic acid,6778,4303,2310,2.7358739939588284e-5,1.777785629469209e-5,9.483360012091407e-6
dehydroabietic acid,1641,1177,1490,6.623737421195688e-6,4.862778726203252e-6,6.1169724753316865e-6
cytidine,3999,4856,2461,1.6141575836295893e-5,2.0062577310486822e-5,1.0103267960933746e-5
cystathionine,20412,23830,21238,8.23910592574323e-5,9.845371031896643e-5,8.718943720207676e-5
citrulline,376344,322826,387093,0.0015190760731520233,0.0013337565038787518,0.001589152500935281
citric acid,30574,39545,45037,1.2340898715151554e-4,1.6338027589439896e-4,1.8489267743054577e-4
cholesterol,20231,24888,48301,8.166047030360144e-5,1.0282484021898601e-4,1.9829254196711128e-4
chenodeoxycholic acid,175,383,113,7.063705354718132e-7,1.5823655498180504e-6,4.639046239681078e-7
cerotinic acid,3883,1324,791,1.5673353081354577e-5,5.470109629136028e-6,3.2473323677767546e-6
cellobiose minor,1708,1841,980,6.894176426204897e-6,7.606096546253345e-6,4.023243641493324e-6
caproic acid,25610,23732,17224,1.0337228236247506e-4,9.804882305034457e-5,7.071055967457247e-5
capric acid,6670,5417,7991,2.692280840912568e-5,2.2380350348209868e-5,3.280585708078893e-5
campesterol,59637,48578,57658,2.4071896927961442e-4,2.0070014015420692e-4,2.3670630804206337e-4
butylamine,151833,158509,121875,6.128591857845247e-4,6.548803679793979e-4,5.003396110275499e-4
biphenyl,5437,4192,3873,2.194592343634428e-5,1.731925949043673e-5,1.59000230852078e-5
biopterin,5523,2316,2562,2.2293054099490426e-5,9.56856034824701e-6,1.0517908377046833e-5
beta-sitosterol,430538,393238,415929,0.0017378249005769344,0.0016246638748808107,0.0017075343924108947
beta-alanyl lysine,120873,157568,310077,4.878921470519113e-4,6.509926239000798e-4,0.0012729748149217608
beta-alanine,985369,1266230,903304,0.0039773464466704295,0.005231432715786188,0.003708379667689271
Benzaldehyde-4-carboxylic acid,2305,2199,953,9.30390905292874e-6,9.085174527545412e-6,3.912399173819528e-6
behenic acid,38045,26294,21525,1.535649544115722e-4,1.0863373307288725e-4,8.836767283994266e-5
azelaic acid,7400,6813,4097,2.9869382642808103e-5,2.8147928174700727e-5,1.6819621631834847e-5
aspartate,436088,832923,1248920,0.0017602269375590405,0.0034412236575746737,0.005127254539524329
asparagine,2334592,2415544,2846995,0.009423354292275494,0.009979826657101025,0.011687912786850293
arachidic acid,87991,50666,75285,3.551671416382875e-4,2.09326717877497e-4,3.0907132403043357e-4
arabitol,1055031,920306,1039049,0.004258530356624929,0.0038022467615949104,0.004265660492295915
arabinose,8383,10126,13078,3.383716685062977e-5,4.183559675576391e-5,5.3689775860662955e-5
alpha-ketoglutarate,808419,787294,1100964,0.0032631049252319303,0.0032527073190037918,0.004519843278074547
alpha-aminoadipic acid,6029,6630,2996,2.4335474047768924e-5,2.7391863173090536e-5,1.2299630561136734e-5
allantoin,7861,6420,16599,3.173016445339385e-5,2.6524247597472282e-5,6.814471551545682e-5
allantoic acid,53743,41804,55908,2.1692840964492377e-4,1.7271334058640675e-4,2.2952194439653957e-4
alanine,16355620,18710772,21141408,0.06601787461356284,0.07730360580496132,0.08679289317164908
adipic acid,14667,11740,22807,5.9201923678657627e-5,4.850384217980134e-5,9.363073237912066e-5
adenosine-5-monophosphate,11652,10052,9718,4.703216845324324e-5,4.152986555292701e-5,3.9895797661257274e-5
adenosine,25371,17239,6485,1.0240758203117357e-4,7.122297575277643e-5,2.6623198994983885e-5
adenine,8750,8914,8584,3.531852677359066e-5,3.682821543362429e-5,3.5240330018957855e-5
aconitic acid,219,643,670,8.839722701047262e-7,2.6565562624882675e-6,2.7505849385719664e-6
9-myristoleate,183457,205369,330648,7.40506396148871e-4,8.484825864244993e-4,0.0013574259832372293
6-methylcholecalciferol,351,180,301,1.4167774740034654e-6,7.436704933870733e-7,1.2357105470300925e-6
5-methyluridine,4186,3057,4498,1.6896383208485772e-5,1.2630003879357128e-5,1.846586724432344e-5
5-aminovaleric acid,19128,17818,25414,7.720831772859911e-5,7.361511583983818e-5,1.0433338153562382e-4
4-hydroxybutyric acid,711,1226,826,2.869882575545481e-6,5.065222360514177e-6,3.3910196406872303e-6
3-phosphoglycerate,8635,6035,605,3.485434042170918e-5,2.4933619042172154e-5,2.48373714602394e-6
3-hydroxypropionic acid,27105,31540,33134,1.0940670493693427e-4,1.303075964523794e-4,1.3602668858902022e-4
3-hydroxykynurenine,24244,29491,9559,9.785855578273508e-5,1.2184214733598989e-4,3.924304690717825e-5
3-hydroxy-3-methylglutaric acid,4563,3878,3795,1.841810716204505e-5,1.6021967629750392e-5,1.557980573415017e-5
"3-Aminopiperidine-2,6-dione",64173,73160,107999,2.5902809355904383e-4,3.0226074053443493e-4,4.433737653445281e-4
3-aminoisobutyric acid,3319,6011,2622,1.3396821755605418e-5,2.483446297638721e-5,1.0764229416321935e-5
"3,6-anhydro-D-galactose",13483,15088,22711,5.442282245580833e-5,6.23361133568009e-5,9.323661871628049e-5
"3,4-dihydroxyphenylacetic acid",14350,14742,16151,5.7922383908688685e-5,6.0906613408401306e-5,6.630551842220273e-5
2-picolinic acid,3675,2149,2051,1.4833781244908077e-5,8.878599390493448e-6,8.420074192553885e-6
2-monoolein,12476,8624,7476,5.035816457455052e-5,3.563007963872289e-5,3.069160149367765e-5
2-ketoisovaleric acid,46282,60736,61079,1.8681280641546548e-4,2.509309504797627e-4,2.507507126313987e-4
2-ketoisocaproic acid,163771,149232,124350,6.610457655128819e-4,6.165524170507762e-4,5.105003538976478e-4
2-hydroxyglutaric acid,5385277,5379270,3713545,0.02173714856088023,0.022224468749790456,0.015245404396580946
2-Deoxyinosine,3851,2597,2669,1.554418818343973e-5,1.0729512618479052e-5,1.095718089708743e-5
2-amino-4-oxo-4-phenylbutanoic acid,1574,1778,909,6.35329841618648e-6,7.345811873567869e-6,3.7317637450177874e-6
"2,6-diaminopimelic acid",26702,25280,27742,1.0778003450381918e-4,1.0444438929347341e-4,1.1389063785949776e-4
1-monopalmitin,2356,1995,1755,9.509765608980525e-6,8.242347968373396e-6,7.204890398796719e-6
1-kestose,17223,1895,14989,6.951896989960594e-5,7.829197694269467e-6,6.153510096157494e-5
588382,76281,42431,71545,3.079008618075736e-4,1.753037928050384e-4,2.937173125822856e-4
588380,9591,10614,14866,3.8713141746915204e-5,4.385177009339109e-5,6.103014283106098e-5
588375,19761,16385,15843,7.976336086547715e-5,6.769467241192886e-5,6.504107042059055e-5
588374,72395,71739,103288,2.9221539951703953e-4,2.9638987513941806e-4,4.24033458410778e-4
588356,2099,1432,2014,8.47241002260192e-6,5.916311925168272e-6,8.26817621833424e-6
562527,43289,36012,42516,1.7473185205736755e-4,1.4878367671030714e-4,1.745430884303369e-4
554665,855,1127,1521,3.4511246161622875e-6,4.656203589151287e-6,6.244238345623823e-6
553510,19767,18935,16096,7.978757928383618e-5,7.823000440157908e-5,6.607972413620056e-5
553483,57621,60119,50874,2.3258158071097913e-4,2.4838181328854143e-4,2.0885560920135855e-4
553440,26595,23732,17224,1.0734813937641642e-4,9.804882305034457e-5,7.071055967457247e-5
553439,6695,10663,4605,2.7023718485621654e-5,4.4054213727702015e-5,1.890513976436404e-5
553386,140258,158509,121875,5.66137820366889e-4,6.548803679793979e-4,5.003396110275499e-4
553359,30384,35173,4376,1.2264207057014612e-4,1.4531734591057517e-4,1.796501446446407e-5
553345,22304,22591,17018,9.002793384664755e-5,9.333477842281874e-5,6.986485743972795e-5
553344,134360,134764,108317,5.42331115119959e-4,5.567778353934197e-4,4.446792668526861e-4
553268,39233,44208,33260,1.5836020124666085e-4,1.826454731758652e-4,1.3654396277149793e-4
553263,79038,74572,64979,3.190292250435496e-4,3.080944224047824e-4,2.667615801842803e-4
550987,10768,12247,10277,4.3463988148345627e-5,5.059851406950826e-5,4.21906886771703e-5
545358,7518291,2605757,3372285,0.03034685279715951,0.010765692187982333,0.013844412432197261
545069,15883,36893,65159,6.411018979942177e-5,1.5242353062516276e-4,2.675005433021056e-4
544748,6454374,6146980,8298796,0.02605245496294485,0.025396264719113732,0.03406946759086758
544707,1104,1146,1039,4.456188978062182e-6,4.734702141231034e-6,4.265459330113841e-6
544105,20443,17944,6396,8.25161877522873e-5,7.413568518520913e-5,2.625782278672582e-5
544078,3418,3276,968,1.3796425658529472e-5,1.3534802979644734e-5,3.973979433638304e-6
544032,1468,1559,3113,5.9254396918435535e-6,6.441012773280263e-6,1.2779956587723181e-5
541377,24205,190915,173397,9.770113606340137e-5,7.887658458055173e-4,7.118554874530796e-4
540580,11261,7122,3959,4.545393485684622e-5,2.942456252168187e-5,1.6253083241502113e-5
539711,3581,2300,1077,1.4454359357283218e-5,9.502456304390382e-6,4.421462654988072e-6
539702,6146,5614,3934,2.480773320577008e-5,2.319425638819461e-5,1.6150449475137488e-5
539604,3981,4050,5635,1.606892058121879e-5,1.673258610120915e-5,2.3133650938586616e-5
534660,2050,1610,1497,8.274626272669812e-6,6.651719413073267e-6,6.145709929913782e-6
524550,1439,1014,589,5.808384003108224e-6,4.189343779413846e-6,2.4180515355505797e-6
