BinBase name,L1_SF_440,L2_SF_440,L3_SF_440,normL1_SF_440,normL2_SF_440,normL3_SF_440
521677,44721,46781,38287,1.7697958848472283e-4,1.9559136290349516e-4,1.588358284211299e-4
521666,4442,2307,6463,1.757884063525276e-5,9.645567093870659e-6,2.681212837479464e-5
520868,48427,6902,3498,1.9164577114889363e-4,2.8857262280838878e-5,1.451165481278534e-5
520865,9403,7325,11120,3.721158003000489e-5,3.0625825298050534e-5,4.613196155465208e-5
520862,3761,4571,5425,1.488384052885764e-5,1.911135118599167e-5,2.2505925488667947e-5
520631,62747,61122,39341,2.4831596428190116e-4,2.5555108448702314e-4,1.632084082303568e-4
519942,978,4383,966,3.870352575704007e-6,1.8325323178342047e-5,4.0075067321757115e-6
519090,100283,70550,83816,3.9686152080708076e-4,2.949695528706437e-4,3.477155116604963e-4
517908,8704,18284,8244,3.444534644062135e-5,7.644540474396669e-5,3.420070962738775e-5
517902,12058,8355,9989,4.771851877079644e-5,3.4932255339960706e-5,4.1439942803005365e-5
514161,727,1992,2250,2.8770412295877436e-6,8.32855208105347e-6,9.334254810968272e-6
513579,3167,5214,5270,1.2533135590239869e-5,2.1799734212155015e-5,2.1862899046134575e-5
511804,545,1300,640,2.1567915682604132e-6,5.4353000528963405e-6,2.6550769240087527e-006
511719,32961,48532,39885,1.3044037959895685e-4,2.0291229397474244e-4,1.6546522361576423e-4
509844,66070,59820,41618,2.6146645672470734e-4,2.5010742243404544e-4,1.726546740990567e-4
488159,345,559,313,1.3653084239446652e-6,2.3371790227454264e-6,1.2984985581480307e-6
486463,91,8215,14234,3.601248306636653e-7,3.434691533426418e-5,5.905057021303217e-5
476084,1680,2522,2291,6.648458412252282e-6,1.05444821026189e-5,9.504345676412583e-6
474821,38234,24981,28878,1.5130783269884154e-4,1.044455620164642e-4,1.1980204908050746e-4
474672,110616,110723,52791,4.3775349745815386e-4,4.6293286750526266e-4,2.1900650921147824e-4
474251,7620,14031,5819,3.0155507798429996e-005,5.866361157091427e-5,2.4140457220010834e-5
474221,75128,53406,85250,2.9731272833076754e-4,2.2329048817306302e-4,3.5366454339335343e-4
474043,31445,44256,34966,1.2444093736504346e-4,1.8503433780075418e-4,1.4505846832014072e-4
425777,2273,8435,3463,8.995205935148475e-6,3.526673534321587e-5,1.4366455293503612e-5
425770,29633,18314,12604,1.1727010007754279e-4,7.657083474518737e-5,5.2288421172197376e-5
425127,6513,3077,2789,2.577464859464233e-5,1.2864937125201569e-5,1.1570327407906894e-5
422265,192392,196448,69278,7.613751255059768e-4,8.213490959933694e-4,2.8740377990856e-4
421543,4328,7738,3584,1.7127695242992785e-5,3.235257831485529e-5,1.4868430774449017e-5
417901,16829,5864,20558,6.659934917844861e-5,2.4517384238603184e-5,8.528604906839366e-5
417820,3893,3888,3032,1.5406219404106033e-5,1.6255728158200748e-5,1.2578426927491468e-5
417688,6155,4714,4569,2.435789376631714e-5,1.9709234191810266e-5,1.895476010280624e-5
412153,2346,1892,2021,9.284097282823723e-6,7.91045207698452e-6,8.38423509909639e-6
407336,30683,22172,30786,1.2142538658520047e-4,9.270113290216743e-5,1.2771749716020855e-4
406926,15426,1497,1668,6.104709492107363e-5,6.25895706091217e-6,6.919794233197813e-6
406851,228958,209401,3493,9.060819887812251e-4,8.755055895204204e-4,1.4490912024316522e-5
406846,82094,123491,101577,3.24880086247285e-4,5.163158760247861e-4,4.21398044859433e-4
405282,11581,7493,8991,4.583083147160338e-5,3.1328233304886365e-5,3.7299682224629216e-5
404192,16407,10642,8436,6.492931974394238e-5,4.449420243301758e-5,3.4997232704590376e-5
404164,22395,6492,19145,8.862632508475587e-5,2.7143052264156186e-5,7.942413704710559e-5
404049,26208,32654,14794,1.0371595123113561e-4,1.3652637532867468e-4,6.137376252153983e-5
400553,179,461,295,7.083774141625944e-7,1.927441018757856e-6,1.2238245196602846e-6
400202,10927,6643,6206,4.324268158969089e-5,2.77743832703003e-5,2.5745949047497377e-5
396760,1944,1704,1568,7.69321616274907e-6,7.124424069334895e-6,6.5049384638214446e-6
396036,125684,202055,4511,4.973838375509023e-4,8.447919632215154e-4,1.8714143756567943e-5
391901,173618,29344,74961,6.870786027490576e-4,1.2268726519399246e-4,3.10980033282219e-4
391335,3758,1536,650,1.4871968281692904e-5,6.4220160624990605e-6,2.6965625009463896e-6
390198,2975,7315,26761,1.177331177169675e-5,3.0584015297643635e-5,1.1101955244280975e-4
390194,4325144,3648388,163867,0.017116392863691956,0.015253910376451055,6.798117036039724e-4
390145,26201,14842,21565,1.0368824932108456e-4,6.205440260391345e-5,8.946364666601369e-5
390130,10883,31974,11289,4.306855529794142e-5,1.3368329530100582e-4,4.683306780489814e-5
389549,3420,3069,3921,1.353436176779929e-5,1.2831489124876052e-5,1.6266494717247375e-5
385008,52885,37020,48267,2.0928793043569163e-4,1.54780621506325e-4,2.0023843420489138e-4
384914,8100,8333,7754,3.205506734478779e-5,3.484027333906554e-5,3.2167916357443544e-5
383524,36589,30036,19563,1.447978838368445e-4,1.255805172221496e-4,8.115823416309881e-5
382948,7698,11984,9974,3.046418622471314e-5,5.0105104487622875e-5,4.137771443759891e-5
382947,1467,1810,1384,5.805528863556011e-6,7.567610073647981e-6,5.741603848168929e-6
382905,27151,36094,35628,1.0744779425658436e-4,1.5090901546864653e-4,1.4780481351341226e-4
382622,718,2268,913,2.8414244880935352e-6,9.482508092283768e-6,3.787633174406237e-6
382616,71124,177992,61730,2.814672357815663e-4,7.441845592424042e-4,2.560904664360318e-4
382613,40311,62541,34800,1.5952738515256058e-4,2.6148392354476157e-4,1.4436980774297595e-4
382601,1590,2132,1990,6.292290997310196e-6,8.913892086749998e-6,8.255629810589716e-6
381736,7302,16877,297181,2.8897049598967956e-5,7.056273768671657e-5,0.001232872523990383
381214,31788,24055,44360,1.2579833095754497e-4,1.0057395597878574e-4,1.840300192953567e-4
380652,4503,5377,1890,1.7820242994269063e-5,2.24812372187874e-5,7.840774041213349e-6
380602,4755,5277,5232,1.8817511756106905e-5,2.206313721471845e-5,2.1705253853771557e-5
380297,8024,40071,23807,3.175430374994781e-5,1.6753685263046865e-4,9.876471301543184e-5
380205,9772,8240,13829,3.867186643126744e-5,3.445144033528142e-5,5.7370404347057886e-5
379924,84019,98447,171755,3.3249811151132413e-4,4.116069110057585e-4,7.125355266923803e-4
379876,1945,2464,2617,7.697173578470649e-6,1.030198410025891e-5,1.0856775484579542e-5
379063,17004,25071,5381,6.729189692972489e-5,1.0482185202012626e-4,2.2323388950142343e-5
378996,26462,7129,17521,1.0472113482441661e-4,2.980634929007539e-5,7.268687935243337e-5
377666,1561,2000,1806,6.177525941384413e-6,8.362000081378984e-6,7.4922951949372e-6
377276,713,2186,689,2.8216374094856416e-6,9.13966608894723e-6,2.8583562510031732e-6
377232,105376,97593,77337,4.170166390770813e-4,4.0803633697100966e-4,3.2083700636260145e-4
377204,39247,48807,36094,1.553166948248008e-4,2.0406206898593206e-4,1.4973804139870614e-4
376958,13300,13548,14926,5.2633629096997236e-5,5.664418855126124e-5,6.192137213711663e-5
374861,110616,110723,34702,4.3775349745815386e-4,4.6293286750526266e-4,1.439632490889871e-4
371572,1133,4985,1721,4.483752012548712e-6,2.084228520283712e-5,7.139667790967287e-6
371569,2042,4164,1726,8.081042903463786e-6,1.7409684169431045e-5,7.1604105794361055e-6
371565,100221,66309,19069,3.9661616103234287e-4,2.7723793169807953e-4,7.910884666237954e-5
371564,6379,4826,9593,2.524435488795078e-5,2.017750619636749e-5,3.979711395627495e-5
371554,47529,31609,43439,1.8809201183091591e-4,1.3215723028615418e-4,1.8020919765940034e-4
371553,6379,4826,22576,2.524435488795078e-5,2.017750619636749e-5,9.365783849440875e-5
371547,173536,149555,148277,6.867540946598881e-4,6.252894610853171e-4,6.151356891581967e-4
371541,2339,1495,1547,9.256395372772673e-6,6.250595060830791e-6,6.417818752252407e-6
371280,9220,12658,3644,3.648737295295598e-5,5.2923098515047595e-5,1.5117344236074837e-5
371271,6339,25403,4222,2.508605825908763e-5,1.0620994403363517e-4,1.7515210583070242e-5
370221,27721,10101,18045,1.0970352121788425e-4,4.2232281411004564e-5,7.486072358396554e-5
370173,15253,2161,10865,6.0362462001240517e-5,9.035141087929994e-6,4.5074079342742346e-5
370157,2757,2089,294,1.0910595144392585e-5,8.73410908500035e-6,1.2196759619665208e-6
367427,7124,9702,8463,2.819262960052694e-5,4.056406239476945e-5,3.510924376232199e-5
367202,24971,22773,707,9.882062798354271e-5,9.521391392662181e-5,2.9330302894909193e-6
366123,1686,985,1434,6.672202906581755e-6,4.11828504007915e-6,5.949031732857112e-6
361344,1716,3639,2388,6.790925378229117e-6,1.5214659148069064e-005,9.90675577270766e-6
360157,5067,26242,15585,2.0052225461239475e-5,1.0971780306777366e-4,6.46552716573069e-5
360148,27013,24162,22562,1.069016708870065e-4,1.0102132298313952e-4,9.359975868669606e-5
360106,2458,1529,2768,9.727327843640543e-6,6.392749062214234e-6,1.1483207696337857e-5
359906,39627,11387,6724,1.5682051279900072e-4,4.760904746333125e-5,2.7894901932866962e-5
357445,221037,39093,178107,8.747352988505998e-4,1.6344783459067432e-4,7.388871651631671e-4
356187,4482,5371,4488,1.773713726411591e-5,2.2456151218543265e-5,1.861872692961138e-5
355602,2204,2781,650,8.722144250359542e-6,1.1627361113157478e-5,2.6965625009463896e-6
354270,10283,14138,4053,4.069410586499418e-5,5.911097857526804e-5,1.681410433282418e-5
354256,146265,71055,22215,5.788314105167144e-4,2.970809578911919e-4,9.216020916696008e-5
354254,4263,8718,3873,1.6870463221090167e-5,3.644995835473099e-5,1.6067363947946718e-5
354252,197631,132897,170038,7.821080264713278e-4,5.556423624075115e-4,7.05412453132188e-4
354246,138851,169689,26433,5.494911303569296e-4,7.094697159045593e-4,1.0965882551925526e-4
353481,419672,315676,16099,0.0016608165707063928,0.0013198413688446963,6.678763031190142e-5
351741,2768,3137,2330,1.0954126717329952e-5,1.3115797127642938e-5,9.666139426469367e-6
351285,49980,53580,3714,1.977916377645054e-4,2.24017982180143e-4,1.5407743274638296e-5
351222,9216,4973,2578,3.647154329006967e-5,2.0792113202348845e-5,1.0694981734522758e-5
350330,2274,1737,2427,8.999163350870053e-6,7.262397070677648e-6,1.0068549522764443e-5
350308,10738,4762,11179,4.249473001831251e-5,1.990992219376336e-5,4.637672645858414e-5
348293,2757,2089,294,1.0910595144392585e-5,8.73410908500035e-6,1.2196759619665208e-6
347607,268855,125047,104237,0.001063971003825052,5.22821512088099e-4,4.324332083248443e-4
346922,2905,2316,524,1.149629267118624e-5,9.683196094236864e-6,2.1738442315321665e-6
346416,7618,10001,9429,3.0147592966986837e-5,4.181418140693561e-5,3.911675049449771e-5
346408,2092,2586,2114,8.278913689542722e-6,1.0812066105223027e-5,8.770050964616412e-6
346346,2679,1338,1103,1.0601916718109443e-5,5.594178054442541e-6,4.575859136221335e-6
346256,11347,6812,9861,4.490479619275396e-5,2.848097227717682e-5,4.0908927418203616e-5
346225,44373,27357,6152,1.756024078136134e-4,1.1437961811314244e-4,2.5521926932034138e-5
344676,28627,20266,20594,1.1328893986163458e-4,8.473214682461326e-5,8.543539714536916e-5
342924,38495,31380,69293,1.523407182021736e-4,1.3119978127683628e-4,2.874660082739664e-4
342840,30350,22038,22176,1.2010756714991475e-4,9.214087889671503e-5,9.199841541690329e-5
342183,2249,1359,2289,8.900227957830585e-6,5.6819790552970205e-6,9.496048561025056e-6
341344,35561,19004,3216,1.4072966047506155e-4,7.945572477326311e-5,1.3341761543143984e-5
328993,4482,5371,5178,1.773713726411591e-5,2.2456151218543265e-5,2.1481231738308318e-5
328824,15359,10513,10461,6.078194806772786e-5,4.395485342776863e-5,4.3398062034461816e-5
324432,7322,10242,7146,2.897619791339953e-5,4.282180241674178e-5,2.9645593279635233e-5
323841,16490,8880,8439,6.525778524883342e-5,3.712728036132269e-5,3.500967837767167e-5
321802,32539,24688,10919,1.287703501644506e-4,1.0322052900454219e-4,4.5298101458205585e-5
320847,113651,25421,12358,4.497642541731453e-4,1.0628520203436759e-4,5.1267875979531515e-5
320842,17914,1398,3290,7.089314523636154e-5,5.84503805688391e-6,1.3648754812482495e-5
250667,2975,4593,4896,1.177331177169675e-5,1.920333318688684e-5,2.031133846866696e-5
250558,5829,4955,3156,2.3067776241082474e-5,2.0716855201616435e-5,1.3092848081518164e-5
242849,4011,2522,3451,1.5873194459252325e-5,1.05444821026189e-5,1.4316672601178448e-5
241382,3084,4281,3059,1.2204670085348834e-5,1.7898861174191718e-5,1.2690437985223087e-5
237707,13008,9597,12707,5.1478063706296244e-5,4.012505739049706e-5,5.2715722614655036e-5
234465,182058,98370,7511,7.204791914391822e-4,4.1128497400262534e-4,3.1159816837858974e-5
232320,11968,23939,13202,4.7362351355854355e-5,1.0008895997406576e-4,5.4769258673068056e-5
230854,34841,36689,45170,1.3788032115552486e-4,1.5339671049285677e-4,1.8739035102730527e-4
228851,45630,38311,43857,1.805768793756379e-4,1.6017829255885515e-4,1.8194329477539355e-4
228833,6600,12829,7853,2.611894376241968e-5,5.36380495220055e-5,3.257862356912615e-5
228307,1628,9667,5200,6.4426727947301885e-6,4.041772739334532e-5,2.1572500007571116e-5
227159,15295,19547,15608,6.0528673461546825e-5,8.172600779535751e-5,6.475068848426346e-5
224423,1133,178,2076,4.483752012548712e-6,7.442180072427297e-7,8.612405772253392e-6
224377,12591,35092,12617,4.982782135039791e-5,1.4671965342787568e-4,5.234235242221631e-5
223738,1101,2156,1760,4.357114709458192e-6,9.014236087726546e-6,7.301461541024071e-6
223237,2611,3611,2822,1.033281244904209e-5,1.5097591146929757e-5,1.1707229811801094e-5
223227,13558,11329,10460,5.3654642353164554e-5,4.7366549460971256e-5,4.339391347676805e-5
223171,3716,748,3324,1.4705756821386596e-5,3.1273880304357403e-6,1.3789805774070461e-5
223160,9315,7071,6493,3.686332744650596e-5,2.95638512877154e-5,2.693658510560755e-5
223108,12623,10658,14089,4.995445865348843e-5,4.456109843366861e-5,5.844902934743644e-5
222288,2398,8368,2242,9.489882900345817e-6,3.498660834048967e-5,9.301066349418162e-6
219979,4013,5848,4550,1.588110929069548e-5,2.445048823795215e-5,1.887593750662473e-5
219417,9245,20329,9140,3.658630834599545e-5,8.499554982717669e-5,3.7917817321000006e-5
215929,4524,828,2320,1.7903348724422217e-5,3.4618680336908996e-6,9.62465384953173e-6
215683,2196,10783,3254,8.690484924586912e-6,4.50837234387548e-5,1.3499406735507004e-5
215676,4768,7649,6556,1.886895816048743e-5,3.198046931123393e-5,2.7197944240314665e-5
215644,13629,15680,15265,5.3935618869396645e-5,6.555808063801124e-5,6.3327733195302525e-005
214058,8767,7551,9575,3.469466363108081e-5,3.157073130724636e-5,3.97224399177872e-5
212017,13007,36488,3084,5.1474106290574665e-5,1.525563294846782e-4,1.2794151927567178e-5
211126,11356,2349,12697,4.494041293424817e-5,9.821169095579618e-6,5.26742370377174e-5
210861,6165,11242,7301,2.439746792353293e-5,4.7002802457431275e-5,3.0288619722168604e-5
210845,1648,1108,1484,6.521821109161763e-6,4.632548045083958e-6,6.156459617545296e-6
210842,3904,4446,4599,1.54497509770434e-5,1.8588726180905483e-5,1.907921683361915e-5
210393,34643,3187,27150,1.3709675284265228e-4,1.3324847129677412e-5,1.1263334138568382e-4
210312,45673,74171,57275,1.8074704825166577e-4,3.1010895401798036e-4,2.3760864191031458e-4
210297,17732,57330,9789,7.017289557503421e-5,2.396967323327286e-4,4.061023126425263e-5
210259,24775,114182,96096,9.804497450211328e-5,4.7739494664600764e-4,3.986598001399143e-4
210228,56855,15380,46675,2.2499887085035923e-4,6.430378062580439e-5,1.936339303564196e-4
209687,161671,152348,563785,6.397993571233564e-4,6.369669941989628e-4,0.0023388945993785544
209676,230291,157724,210402,9.113572239380895e-4,6.594440504177095e-4,8.72864835883265e-4
209172,6787183,4771192,5770644,0.026859704709431956,0.019948353946137382,0.0239398495641712
208244,6621,12691,7907,2.6202049492572835e-5,5.306107151639035e-5,3.280264568458939e-5
205795,403,736,2696,1.594838535796232e-6,3.0772160299474665e-6,1.1184511542386871e-5
199152,9711,2162,7399,3.8430464072251144e-5,9.039322087970682e-6,3.069517837615744e-5
190197,35038,19484,34816,1.3865993205267589e-4,8.146260479279407e-5,1.4443618466607617e-4
190007,1064,1423,862,4.210690327759779e-6,5.949563057901148e-6,3.576056732024289e-6
189939,7396,6285,7494,2.9269046676796357e-5,2.627758525573346e-5,3.108929135706499e-5
189234,4134,1935,4394,1.6359956593006508e-5,8.090235078734167e-6,1.8228762506397594e-5
188923,16134,33579,15724,6.384894525195138e-5,1.4039380036631247e-4,6.523192117674004e-5
187931,14261,14429,11127,5.6436705605434405e-5,6.0327649587108686e-5,4.616100145850843e-5
187846,9007,1674,2299,3.5644443404259706e-5,6.99899406811421e-6,9.537534137962693e-6
187839,787,519,886,3.114486172882468e-6,2.1699390211178466e-6,3.6756221166746175e-6
187836,1492,708,1254,5.904464256595479e-6,2.9601480288081605e-6,5.2022913479796506e-6
183432,2034,1528,1370,8.049383577691156e-6,6.388568062173544e-6,5.683524040456237e-6
170841,59782,21019,73968,2.365822266674202e-4,8.788043985525245e-5,3.068605154923116e-4
170728,32847,51238,37230,1.2998923420669685e-4,2.142260800848482e-4,1.5445080293882167e-4
170630,51123,47227,42719,2.023149639342699e-4,1.9745608892164266e-4,1.772222361198905e-4
170487,15654,35754,19370,6.194938570559359e-5,1.4948747545481212e-4,8.035756252820241e-5
170319,26928,35984,35389,1.065652905506723e-4,1.504491054641707e-4,1.4681330822460275e-4
170278,5689,6687,4968,2.2513738040061448e-5,2.7958347272090637e-5,2.0610034622617945e-5
170275,17454,20789,14762,6.907273400443532e-5,8.691880984589386e-5,6.12410086753394e-5
170242,8817,970,1906,3.489253441715975e-5,4.055570039468807e-6,7.907150964313567e-6
169614,14502,11478,12933,5.739044279433488e-5,4.798951846703399e-5,5.3653296653445626e-5
169611,22991,13645,24857,9.09849448548168e-5,5.704974555520812e-5,1.0312069859388371e-4
169610,55665,33811,40702,2.2028954614168055e-4,1.4136379237575242e-4,1.6885459525156917e-4
168880,3991,6884,1875,1.579404614482075e-5,2.8782004280106465e-5,7.778545675806894e-6
163829,2823,35446,3427,1.1171784582016782e-5,1.4819972744227973e-4,1.4217107216528119e-5
163410,9106,18955,13487,3.6036227560696e-5,7.925085577126933e-5,5.59515976157907e-5
161401,125011,72248,123202,4.947204967702798e-4,3.0206889093973443e-4,5.111106049870724e-4
161388,1402,1157,3761,5.548296841653393e-6,4.8374170470777425e-6,1.5602725486245186e-5
160575,21508,9674,5341,8.511609733971553e-5,4.044699439363015e-5,2.2157446642391798e-5
146435,14454,5113,15359,5.72004868396991e-5,2.1377453208045374e-5,6.371769761851631e-5
146430,7517,5794,7802,2.9747893979107384e-5,2.4224714235754918e-5,3.23670471267442e-5
146264,7113,5664,7393,2.8149098027589573e-5,2.3681184230465284e-5,3.067028702999486e-5
138111,39352,76517,772,1.5573222347556656e-4,3.199175801134379e-4,3.2026865395855584e-6
135765,18035,29517,19867,7.137199253867257e-5,1.2341057820103174e-4,8.241939570200296e-5
135325,5817,10579,11940,2.3020287252423528e-5,4.423079943045414e-5,4.9533778863538295e-5
135323,5165,4579,735,2.044005220195419e-5,1.9144799186317186e-5,3.0491899049163022e-6
135260,31551,47925,32821,1.2486042343153083e-4,2.003744269500439e-4,1.3615981206701762e-4
135163,937,281,699,3.708098531119279e-6,1.1748610114337475e-6,2.89984182794081e-6
134328,85805,89553,86722,3.3956605599006374e-4,3.744210966438661e-4,3.5977122031857355e-4
133924,1644,1288,29810,6.505991446275448e-6,5.385128052408067e-6,1.2366850485109518e-4
133605,15706,9933,16681,6.215517132311568e-5,4.1529873404168726e-5,6.92020908896719e-5
133467,42699,50016,8312,1.689776938956906e-4,2.0911689803512564e-4,3.448281155056368e-5
132335,106482,55048,99485,4.2139354086514737e-4,2.3015569023987517e-4,4.127192621640794e-4
132248,4586,5031,4318,1.81487084991601e-5,2.1034611204708836e-5,1.7913472121671554e-5
131989,10497,10694,11933,4.154099282941203e-5,4.4711614435133435e-5,4.950473895968195e-5
131524,31545,15154,27863,1.2483667893720135e-4,6.335887461660857e-5,1.1559126302133732e-4
131446,559939,765499,446695,0.0022159114017250778,0.0032005513501477656,0.0018531399790157656
131427,1155,1283,1360,4.570815158423444e-6,5.364223052204619e-6,5.6420384635186e-6
131421,911949,357824,649929,0.00360896130987801,0.001496062158559677,0.0026962679533501324
130738,6339,15769,5996,2.508605825908763e-5,6.593018964163261e-5,2.4874751931807004e-5
130659,5031,14252,5779,1.990975849526264e-5,5.9587612579906645e-5,2.3974514912260285e-5
130582,35273,45473,30237,1.3958992474724687e-4,1.901226148502733e-4,1.254399389863323e-4
130549,2525,11404,4876,9.992474696986318e-6,4.768012446402297e-5,2.0228367314791688e-5
130548,23364,53422,22907,9.246106091896567e-5,2.2335738417371406e-4,9.503101109104454e-5
130530,47925,48578,52504,1.896591484566611e-4,2.0310461997661417e-4,2.1781587315336808e-4
130528,5334,10582,6187,2.1108855458900998e-5,4.424334243057621e-5,2.5667126451315866e-5
130463,40495,38306,23193,1.6025554964533106e-4,1.601573875586517e-4,9.621749859146095e-5
128059,4458,6046,5012,1.764215928679802e-5,2.527832624600867e-5,2.0792571161143548e-5
127630,5372,4008,4360,2.125923725632099e-5,1.6757448163083486e-5,1.808771154480963e-5
125960,28052,45934,18782,1.110134258217268e-4,1.9205005586903114e-4,7.791821060426937e-5
125942,15757,12512,12845,6.23569995249162e-5,5.231267250910693e-5,5.328822357639443e-5
125898,211,509,950,8.350147172531141e-7,2.128129020710952e-6,3.941129809075493e-6
125897,13868,57330,27319,5.488144122685396e-5,2.396967323327286e-4,1.1333444763592988e-4
125868,38234,12347,7907,1.5130783269884154e-4,5.162280750239316e-5,3.280264568458939e-5
125802,42009,16940,43247,1.6624707704780128e-4,7.082614068928e-5,1.7941267458219771e-4
124996,20335,14135,16904,8.047404869830367e-5,5.9098435575145975e-5,7.012721925538119e-5
121191,2924,2698,1996,1.1571483569896235e-5,1.128033810978025e-5,8.280521156752299e-6
118967,678,740,571,2.6831278592303855e-6,3.0939400301102243e-6,2.368826443139059e-6
118602,21114,23602,17240,8.355687554541351e-5,9.86799629603534e-5,7.152113464048578e-5
118128,9074,3459,10023,3.5909590257605486e-5,1.4462079140744954e-5,4.158099376459333e-5
118125,25199,1610,3180,9.972291876806267e-5,6.731410065510082e-6,1.319241346616849e-5
118060,270894,102243,146969,0.001072040174481351,4.2747798716021577e-4,6.097093756947538e-4
117962,73702,11221,27702,2.9166945351179625e-4,4.6915001456576796e-5,1.1492334523264137e-4
117769,47677,54469,36290,1.8867770935770956e-4,2.2773489121631597e-4,1.5055115870668382e-4
117750,60146,33100,57343,2.3802272599007487e-4,1.383911013468222e-4,2.378907438334905e-4
117745,23212,21713,24100,9.18595337292857e-5,9.078205388349094e-5,9.99802404197046e-5
117300,1438,2499,2174,5.6907638076302276e-6,1.044831910168304e-5,9.018964426242234e-6
117249,6341,15477,4876,2.5093973090530787e-5,6.470933762975127e-5,2.0228367314791688e-5
117245,13703,5396,4777,5.422846763279347e-5,2.25606762195605e-5,1.9817660103109082e-5
117242,16622,7590,13256,6.578016412408181e-5,3.1733790308833244e-5,5.4993280788531295e-5
117235,5278,30612,7710,2.0887240178492588e-5,1.2798877324558675e-4,3.198537981891795e-5
117213,49354,43231,53390,1.953142955227971e-4,1.8074881275904745e-4,2.2149149527004268e-4
117212,23002,15243,11399,9.102847642775416e-5,6.373098362022993e-5,4.7289409151212145e-5
117201,6894,29561,12861,2.728242398456383e-5,1.235945422028221e-4,5.3354600499494644e-5
117200,24833,13137,25092,9.827450461396485e-5,5.492579753453786e-5,1.0409560965191817e-4
117199,267963,278664,195448,0.0010604409890014037,0.0011650941953386968,8.108273041307231e-4
117196,2379,3714,1646,9.414692001635822e-6,1.5528234151120776e-5,6.828525963935012e-6
117195,7348549,9933001,8829791,0.029081263343391724,0.04152987758516877,0.036630897387375266
117192,56549,49224,74218,2.2378790163955615e-4,2.0580554600289956e-4,3.0789765491575255e-4
117191,9470,1501,3825,3.747672688335066e-5,6.275681061074928e-6,1.5868233178646064e-5
117190,93275,10992,9195,3.691279514302569e-4,4.59575524472589e-5,3.814598799415701e-5
117182,455801,12049,327791,0.0018037940433113112,5.0376869490267695e-5,0.0013598598749964893
116942,56829,40584,86493,2.248959780415982e-4,1.6968170565134235e-4,3.5882120060670166e-4
115895,11911,22598,20082,4.713677865972437e-5,9.448223891950115e-5,8.331133560616215e-5
