BinBase name,L1_PAT_440,L2_PAT_440,L3_PAT_440,normL1_PAT_440,normL2_PAT_440,normL3_PAT_440
zymostenol,204,102,77,7.713086287237746e-7,4.114993194345888e-7,3.355906292217955e-7
xylulose,223809,167156,131863,8.462049651276434e-4,6.743586297981188e-4,5.747011317022548e-4
xylose,18736,25223,12228,7.083940425376785e-5,1.0175732680488857e-4,5.3293535248365134e-5
xanthosine,21326,6155,3067,8.06319990988393e-5,2.483115991294014e-5,1.3366967010691516e-5
xanthine,557605,213713,168684,0.00210826248980157,8.62183863277689e-4,7.351788272681734e-4
valine,456707,3737187,3215361,0.0017267747544046515,0.015076959873527378,0.014013571703444435
uridine-5'-monophosphate,4260,4846,8671,1.6106739011584703e-5,1.9550251980196248e-5,3.7790991506262194e-5
uridine,189628,126284,65002,7.169691796452545e-4,5.094684319164472e-4,2.832995075412357e-4
uric acid,2196224,717347,357163,0.008303757459854132,0.0028939980617494507,0.0015566305961655083
urea,170605,390300,339448,6.450446500167625e-4,0.0015745900428952941,0.0014794229598451953
uracil,245248,445012,375442,9.272642087120013e-4,0.001795315050394365,0.0016362963248868745
undecanoic acid,12569,17430,18631,4.752244193347609e-5,7.031797193867532e-5,8.119985731209444e-5
UDP-N-acetylglucosamine,47692,30968,19440,1.8031985843673654e-4,1.2493442082598378e-4,8.47257380788533e-5
UDP-glucuronic acid,2103,1433,927,7.95128454022597e-6,5.781162007350644e-6,4.040162510241616e-6
tyrosine,18618251,969239,5369186,0.07039420415708356,0.003910207734014327,0.02340062997595916
tryptophan,2384833,5322983,4226319,0.009016873877280418,0.02147454786139104,0.01841965003249389
trisaccharide,1075,979,254,4.064493999402243e-6,3.949586605161396e-6,1.1070132444459227e-6
tridecanoic acid,478664,1986924,1673474,0.0018097925169580237,0.008015861507531872,0.007293534969432663
tocopherol gamma-,1887,1089,1179,7.134604815694915e-6,4.393360381022227e-6,5.138459114967492e-6
tocopherol alpha-,7390,2352,1656,2.7941033167983794e-5,9.4886901893152235e-006,7.217377688198615e-6
thymine,2193,5449,3883,8.291567758780576e-6,2.198293913332426e-5,1.6923356016470543e-5
threonine,1319440,2802275,2148172,0.004988703220996554,0.011305237797731004,0.009362420690346011
terephthalic acid,2918,1925,2004,1.1032738130470461e-5,7.766041077564544e-6,8.73407299948673e-6
tagatose,1302,1137,877,4.922763895089973e-6,4.587007119579681e-6,3.82224651724045e-6
sucrose,9026,8019,6573,3.412662589637642e-5,3.2351108260254584e-5,2.864723643993327e-5
succinic acid,1473808,641381,373753,0.005572356997461415,0.002587527892139961,0.0016289351226432952
stigmasterol,24015,23891,16316,9.079890548432082e-5,9.638362980991923e-5,7.111034683614046e-5
stearic acid,1170576,732541,378540,0.004425859653808633,0.002955295323116991,0.0016497983998132269
squalene,11193,16673,9769,4.231988961424122e-5,6.726400149934215e-5,4.2576426712567794e-5
spermidine,57282,63094,68982,2.1657892583605516e-4,2.545405692196661e-4,3.006456205841285e-4
sorbitol,222538,2870706,2368731,8.413994098967223e-4,0.011581309463694026,0.010323687360352895
sophorose,76883,42345,32821,2.9068882991259784e-4,1.7083273217115356e-4,1.4304441612582533e-4
shikimic acid,14580,16268,13443,5.512588140584624e-5,6.563010714276364e-5,5.858889387829346e-5
serine,6218451,9529306,9674265,0.02351149467449012,0.03844414640866611,0.042163541280628485
salicyl alcohol,974,625,726,3.6826206096909627e-6,2.5214419083001763e-6,3.1641402183769287e-6
saccharic acid,57671,18755,9750,2.1804970552514118e-4,7.566342878427169e-5,4.249361863522735e-5
ribulose-5-phosphate,12939,2366,1908,4.8921384054200586e-5,9.545170488061148e-6,8.315674292924491e-6
ribose-5-phosphate,17185,1873,2222,6.497519012067679e-5,7.5562571107939685e-6,9.684186728971812e-6
ribonic acid,9020,9156,4757,3.4103940348472776e-5,3.6938115379834265e-5,2.0732527574130925e-5
ribitol,254724,408688,263463,9.630922507011507e-4,0.001648772880991012,0.0011482560252813235
quinic acid,44239,67198,31277,1.6726432561819148e-4,2.7109736536632843e-4,1.363151702619493e-4
pyrophosphate,827549,306087,143442,0.0031289004136849556,0.0012348489430174018,6.251661173614648e-4
putrescine,149078,283588,184087,5.636526850631513e-4,0.0011440810686256487,8.023100280721125e-4
pseudo-uridine,61254,59943,50483,2.3159675854826512e-4,2.4182846769477996e-4,2.2002106149355717e-4
prunin,22731,19207,16531,8.594419823294176e-5,7.748693557235438e-5,7.204738560604548e-5
propyleneglycol,1172902,612119,475156,0.004434654084545945,0.0024694759991468734,0.0020708818314092397
proline,1715387,2215848,1417263,0.006485748993630341,0.008939411215397007,0.0061768854797762274
pipecolinic acid,2641,4044,5938,9.985422002252396e-6,1.6314737723465463e-5,2.587970332881846e-5
phthalic acid,93663,93048,77937,3.541327455497789e-4,3.753842026936237e-4,3.3967437493063736e-4
phosphoinositol,26262,24756,16205,9.929464317423416e-5,9.987330541100668e-5,7.062657333167787e-5
phosphoethanolamine,922307,1107342,652574,0.0034871732717271487,0.004467357640993494,0.002844126224334857
phosphate,2430852,816458,1039819,0.00919086824877669,0.003293842268107113,0.004531863798529587
phenylalanine,2963391,9640475,7886499,0.011204358081286152,0.03889263628947223,0.034371885217754035
phenylacetic acid,3164,3140,3145,1.1962845594519718e-5,1.2667724147300086e-5,1.3706915959773336e-5
pentadecanoic acid,275243,154520,263597,0.0010406730436069503,6.233811258728692e-4,0.0011488400401425665
pelargonic acid,117016,52973,48276,4.4242867891539805e-4,2.137093475334164e-4,2.104022495624857e-4
parabanic acid,45989,9415,5098,1.7388094375675328e-4,3.798300090663386e-5,2.2218714646398875e-5
pantothenic acid,71853,29328,27232,2.7167077892004593e-4,1.1831815725860412e-4,1.18685766428155e-4
palmitoleic acid,317392,195764,129262,0.0012000352367053737,7.897720859783611e-4,5.633651417463341e-4
palmitic acid,1131764,520138,349476,0.004279114406269284,0.0020983964020790994,0.0015231281914015091
palatinitol,102099,69580,65419,3.8602862590229734e-4,2.8070708476724205e-4,2.851169269228654e-4
oxoproline,15028474,7662738,9427644,0.05682152780760245,0.030913837960838846,0.04108868807842968
ornithine,279332,3706057,3662166,0.0010561332445032815,0.014951371894958763,0.015960890808502156
oleic acid,242459,127710,94117,9.167192098614591e-4,5.152213537744249e-4,4.101919902658146e-4
octadecanol,3727,13057,3490,1.4091506172811313e-5,5.267594719468065e-5,1.521053631148138e-5
nonadecanoic acid,17990,6333,6180,6.801883446441522e-5,2.5549266568424027e-5,2.6934416734944106e-5
N-methyl-UMP,32020,23718,22994,1.2106520731242776e-4,9.568569468970174e-5,1.0021520686137617e-4
N-methylethanolamine,1722717,1982420,1623525,0.006513463171319288,0.007997690988563897,0.007075841250744358
nicotinic acid,659153,356109,278561,0.002492207826221383,0.001436653050436588,0.0012140579385279556
nicotinamide,19385,4286,11094,7.329322435201162e-5,1.729104003035929e-5,4.835120052709869e-5
n-epsilon-trimethyllysine,41067,6714,25825,1.552712326264669e-4,2.7086337555723815e-5,1.125536103851022e-4
N-alpha-acetyllysine,26619,77070,61899,1.0064443327450076e-4,3.1092404459631136e-4,2.6977564101558337e-4
N-acetylserine,13460,11528,12193,5.0891245797166696e-5,4.6507491710215093e-5,5.314099405326432e-5
N-acetylputrescine,123797,95619,250467,4.680671289711623e-4,3.857564061276073e-4,0.0010916153003804605
N-acetylglucosamine-6-phosphate,8546,6608,6327,3.231178206408518e-5,2.6658701008076106e-5,2.7575089754367532e-5
N-acetylgalactosamine,30119,11212,11767,1.1387766955162434e-4,4.5232650681378525e-5,5.128434979289438e-5
N-acetylaspartic acid,45392,16001,9649,1.7162373174034104e-4,6.45529471595378e-5,4.2053428329365e-5
myristic acid,1024387,2689404,1984189,0.0038731300600610844,0.010849881526320205,0.008647730324739807
myo-inositol,1430159,634424,410132,0.005407323417387082,0.0025594612179702897,0.0017874864408310835
methionine sulfoxide,272952,482593,377765,0.0010320109452324104,0.0019469283437636912,0.0016464207019217087
methionine,544503,2426163,1877035,0.0020587248150293206,0.00978788650330765,0.008180718918458868
methanolphosphate,26936,10783,9837,1.018429863887431e-4,4.3501932955521285e-5,4.287279246304938e-5
melezitose,1073,399,647,4.05693215010103e-6,1.6096885142588326e-6,2.8198329494350866e-6
maltotriose,129474,35439,33459,4.895314382126568e-4,1.4297180766119992e-4,1.458250241965202e-4
maltotriitol,5221,2419,3083,1.974020760081778e-5,9.758988761885002e-6,1.3436700128451889e-5
maltose,287567,60843,80909,0.001087269159001028,2.4545934404273225e-4,3.5262730155462664e-4
maltitol,5315,923,4109,2.0095614517974812e-5,3.7236654101777004e-6,1.7908336304835815e-5
malonic acid,2440,1345,1105,9.225456147480442e-6,5.4261429866619794e-6,4.815943445325766e-6
malonamide,381,1248,458,1.4405322918811673e-6,5.034815202493793e-6,1.9961104958906796e-6
malic acid,56471,201823,199727,2.135125959444131e-4,8.142159524141864e-4,8.704741506828773e-4
maleimide,2861,98332,97737,1.0817225425385877e-5,3.9670148116315674e-4,4.2596910815909903e-4
lysine,3066535,2188020,2402719,0.011594337773448333,0.008827144518718324,0.010471817935755367
loganin,64201,44049,42180,2.4273914349360318e-4,1.7770719138994316e-4,1.8383393169578357e-4
linolenic acid,75408,28409,21415,2.851119660529529e-4,1.1461062907663954e-4,9.333341980239935e-5
linoleic acid,163508,73758,51974,6.182114277714065e-4,2.975624196358471e-4,2.2651931640485192e-4
lignoceric acid,6044,6889,3041,2.2851908588267125e-5,2.7792341290047866e-5,1.325365069433091e-5
leucrose,31807,22912,95472,1.2025987036184851e-4,9.243404320475784e-5,4.160975136761462e-4
leucine,4660739,10098956,12237230,0.017621902975144196,0.04074228942156723,0.053333762540673145
L-DOPA,8728747,7878029,6105235,0.03300273470120961,0.031782387960646606,0.026608566950609463
lauric acid,149126,664491,552114,5.638341694463805e-4,0.002680760728141268,0.002406289411196914
lactulose,61715,38021,31660,2.3333976481219483e-4,1.5338838847276962e-4,1.3798440676833826e-4
lactose,73353,41481,53389,2.7734216589595607e-4,1.673470908771194e-4,2.3268633900678493e-4
lactobionic acid,22672,4023,13397,8.572112367855596e-5,1.6230017275346574e-5,5.838841116473239e-5
lactitol,969149,559873,576204,0.0036642793442108698,0.0022586995928411914,0.002511281336624876
lactic acid,4416995,1963706,1665418,0.016700325277106708,0.00792219296636881,0.007258424344640314
kynurenine,120572,26811,19831,4.558736469729556e-4,1.0816380640549765e-4,8.642984114412242e-5
kynurenic acid,6842,2806,2656,2.5869086459451302e-5,1.1320265591504473e-5,1.1575697548221933e-5
ketoisoleucine,16495,33570,33116,6.236635211175815e-5,1.354316877786191e-4,1.443301204845322e-4
isoxanthopterin,105680,3177,820,3.9956811707612006e-4,1.2816993508271456e-5,3.573822285219121e-6
isothreonic acid,15748,11629,5363,5.954200139775491e-5,4.69149567225964e-5,2.3373669409305054e-5
isomaltotriose,21238,5342,5574,8.02992777295859e-5,2.155126827862327e-5,2.4293274899769976e-5
isomaltose,3020,1611,1554,1.141839244483235e-5,6.499268662834535e-6,6.772829062476236e-6
isoleucine,3349361,11102193,9297040,0.012663681568680835,0.04478965552677898,0.04051947407143119
isoheptadecanoic acid,42626,18705,13069,1.611656941567628e-4,7.546171343160768e-5,5.6958882250644745e-5
isogluconic acid,803014,457257,250678,0.0030361354273823193,0.001844715140261782,0.0010925349058709254
inulotriose,20144,109,13926,7.616294616182213e-5,4.3973946880755075e-7,6.0693962370684726e-5
inosine-5-monophosphate,89708,31618,22332,3.3917918855662924e-4,1.2755672041061598e-4,9.732999911404074e-5
inosine,2366600,2629398,2160838,0.008947936278125906,0.010607798897281067,0.009417623169693067
indole-3-acetate,2713,2323,2941,1.025764857709608e-5,9.371695284770095e-6,1.2817818708328578e-5
hypoxanthine,2173770,728599,532957,0.008218860577749409,0.0029393920847129605,0.0023227970776384475
hypotaurine,8215,24302,15050,3.106029600473435e-5,9.804173000881743e-5,6.559271389335093e-5
homoserine,14597,26087,18425,5.5190157124906556e-5,1.0524296809892273e-4,8.030204342092963e-5
histidine,6165723,8474948,6634647,0.02331213407951293,0.034190542492583624,0.028915913784344126
heptanoic acid,22945,14138,10461,8.675331610817161e-5,5.703703311927663e-5,4.559238405570393e-5
heptadecanoic acid,41836,18164,12066,1.581787636827835e-4,7.327915331578304e-5,5.2587487431041354e-5
guanosine,69953,137319,105610,2.6448702208389314e-4,5.539870102493951e-4,4.602821604170626e-4
glycyl-proline,48207,105112,97611,1.82267034631799e-4,4.24054082984397e-4,4.254199598567361e-4
glycyl-glycine,53568,32867,32170,2.0253657168370175e-4,1.3259556992016304e-4,1.4020714989695015e-4
glycolic acid,27740,19615,16246,1.048828498078309e-4,7.913293285009273e-5,7.080526444593883e-5
glycine,2398628,3591965,3057592,0.009069031732835539,0.01449108973463591,0.013325963937448417
glycerol-alpha-phosphate,182442,129076,119172,6.897994551059945e-4,5.207322172092057e-4,5.193896943586989e-4
glycerol-3-galactoside,98166,68420,56273,3.7115824925146106e-4,2.7602728858543694e-4,2.452557334830922e-4
glycerol,3813603,2132070,1798167,0.014418945590327808,0.008601425039087292,0.00783698694773855
glyceric acid,33431,37693,28414,1.2640009199443386e-4,1.5206513575929367e-4,1.2383730050270257e-4
glutaric acid,4212,6945,4513,1.5925254628355582e-5,2.8018262485031562e-5,1.9669097528285233e-5
glutamine,9272903,3567087,10898140,0.035060147535385174,0.014390724243764403,0.047497579999314525
glutamate,3553625,7302222,7572038,0.01343598836151237,0.02945940571921845,0.03300136359625125
glucose-6-phosphate,21352,41203,28199,8.073030313975507e-5,1.6622555351630748e-4,1.2290026173279755e-4
glucose,10042655,5158422,4721475,0.03797052184703901,0.020810658258396182,0.020577698261103596
gluconic acid lactone,76705,54465,31313,2.900158253247898e-4,2.1972853365691058e-4,1.3647206977691017e-4
gluconic acid,803014,154745,74939,0.0030361354273823193,6.242888449598573e-4,3.2660813199028745e-4
galacturonic acid,67155,22654,24043,2.5390799491149547e-4,9.139319198501152e-5,1.0478708439454063e-4
galactose,193956,123912,78063,7.333330215330805e-4,4.998990555860664e-4,3.402235232330003e-4
galactinol,3809,1396,618,1.4401541994161066e-5,5.631892646379274e-6,2.6934416734944104e-6
fumaric acid,52677,190665,193473,1.9916776782001114e-4,7.69201154313685e-4,8.432172182782914e-4
fructose-6-phosphate,10290,19340,14524,3.890571465474334e-5,7.802349841044067e-5,6.330023764697867e-5
fructose-1-phosphate,2945,4335,3493,1.1134823096036843e-5,1.7488721075970024e-5,1.522361127106145e-5
fructose,348067,313523,207677,0.0013160151003627355,0.001264848050265594,9.051227935700626e-4
ethanolamine,10004257,7914221,5878607,0.037825341902305014,0.03192839760151893,0.025620849637372097
erythritol,127027,122141,89722,4.802795155926221e-4,4.92754297794707e-4,3.9103717448101216e-4
ergosterol,3926,2661,2285,1.4843910178282054e-5,1.0735291068778832e-5,9.958760880153281e-6
Dopamine,229758,322012,145192,8.686976858741029e-4,0.0012990952828408904,6.327931771165056e-4
digalacturonic acid,6939,4026,817,2.6235836150560156e-5,1.6242120196506415e-5,3.560747325639051e-6
dehydroabietic acid,1572,1756,1230,5.943613550753792e-6,7.084243185560176e-6,5.3607334278286816e-6
cytidine,2107,6157,4325,7.966408238828397e-6,2.48392285270467e-5,1.884973339460085e-5
cystathionine,80574,25789,21224,3.046442227979873e-4,1.0404074459704521e-4,9.25009807091349e-5
citrulline,343509,526316,387517,0.0012987816458052699,0.0021233203510542652,0.001688923037196656
citric acid,51194,138134,43286,1.9356065656316135e-4,5.572749704978186e-4,1.8865423346096935e-4
cholesterol,30042,43196,29134,1.1358653835352763e-4,1.7426592747349509e-4,1.2697529080191934e-4
chenodeoxycholic acid,477,362,464,1.803501058339414e-6,1.4604191532874622e-6,2.0222604150508196e-6
cerotinic acid,1735,1660,557,6.55990426880269e-6,6.696949708445269e-6,2.4275841620329883e-6
cellobiose minor,2015,4305,2011,7.618563170972577e-6,1.7367691864371615e-5,8.764581238506892e-6
caproic acid,31363,16250,13614,1.1858113981697913e-4,6.555748961580459e-5,5.9334166574357455e-5
capric acid,9542,6784,6251,3.6077583016089494e-5,2.7368739049453437e-5,2.724385744500576e-5
campesterol,105118,72709,41028,3.9744323742247907e-4,2.9333043153695603e-4,1.7881314721703668e-4
butylamine,173419,107130,90323,6.556841719835699e-4,4.3219531461791664e-4,3.9365652471688614e-4
biphenyl,4309,5198,4014,1.6292004319464433e-5,2.0970328062950907e-5,1.74942959181336e-5
biopterin,12741,2049,824,4.817276097338045e-5,8.266295152171299e-6,3.591255564659214e-6
beta-sitosterol,425051,448949,306294,0.0016070858036650445,0.0018111981172631295,0.0013349272232059822
beta-alanyl lysine,109414,477577,266963,4.1368608972148564e-4,0.0019266922595844373,0.001163510144791405
beta-alanine,2925989,1372107,677044,0.011062943937504158,0.005535500947955249,0.002950774311309627
Benzaldehyde-4-carboxylic acid,2915,1508,1394,1.1021395356518641e-5,6.0837350363466655e-6,6.075497884872505e-6
behenic acid,45155,44610,27286,1.7072765259814725e-4,1.799704376468334e-4,1.1892111570059626e-4
azelaic acid,10132,1179,3567,3.830832855994747e-5,4.756448015817453e-6,1.5546126940703175e-5
aspartate,59302,3057698,2065115,2.2421639363028078e-4,0.012335692608201013,0.009000431717732054
asparagine,1638528,3665742,2888111,0.006195150905909357,0.014788728806105768,0.012587311529251806
arachidic acid,92154,66381,33928,3.4842733025201335e-4,2.678013365037984e-4,1.4786907621087113e-4
arabitol,1636689,1076292,763552,0.006188197785476891,0.004342092406989142,0.0033278038457605244
arabinose,8130,17204,1539,3.073891740943278e-5,6.940621854463397e-5,6.7074542645758865e-6
alpha-ketoglutarate,589214,241782,181028,0.0022277737370825987,9.754228279562132e-4,7.889779276203013e-4
alpha-aminoadipic acid,1127,6654,4606,4.261102081233794e-6,2.6844279132526998e-5,2.00744212752674e-5
allantoin,15386,32837,9553,5.817330667423527e-5,1.3247454070856464e-4,4.1635029622802756e-5
allantoic acid,69010,68437,24888,2.60921610138371e-4,2.7609587180534267e-4,1.0846986467626034e-4
alanine,17036939,15388900,23804433,0.06441538263598331,0.062083547812224936,0.10374733310049446
adipic acid,15070,10730,5515,5.6978534484643544e-5,4.328811468169743e-5,2.40361340280286e-5
adenosine-5-monophosphate,29109,14335,7363,1.1005893565451153e-4,5.7831791608772845e-5,3.2090309129351694e-5
adenosine,19113,7491,13655,7.226481284704659e-5,3.0220994136122594e-5,5.9512857688618406e-5
adenine,16645,9267,6573,6.293349080934915e-5,3.738592346274838e-5,2.864723643993327e-5
aconitic acid,658,1626,583,2.4878484200992337e-6,6.559783268633739e-6,2.5409004783935945e-6
9-myristoleate,142852,415025,424504,5.401126481884737e-4,0.0016743382847876492,0.0018501242138593385
6-methylcholecalciferol,445,272,202,1.6825114695199984e-6,1.0973315184922367e-6,8.803806117247102e-7
5-methyluridine,839,1440,3546,3.1721957818590533e-6,5.809402156723606e-6,1.5454602223642687e-5
5-aminovaleric acid,12265,42520,25893,4.637304083969164e-5,1.715387359054776e-4,1.1284997613558377e-4
4-hydroxybutyric acid,1274,1632,1483,4.816898004872984e-6,6.583989110953421e-6,6.463388352414581e-6
3-phosphoglycerate,12237,9168,13927,4.6267174949474656e-5,3.698652706447363e-5,6.069832069054475e-5
3-hydroxypropionic acid,70720,36269,31047,2.673869912909085e-4,1.4632028251542256e-4,1.3531275669414396e-4
3-hydroxykynurenine,116777,60449,11426,4.4152503792390307e-4,2.4386982706373978e-4,4.979816272062643e-5
3-hydroxy-3-methylglutaric acid,3862,4747,3109,1.4601931000643223e-5,1.91508555819215e-5,1.3550016444812496e-5
"3-Aminopiperidine-2,6-dione",26952,141555,103215,1.019034811831528e-4,5.710763349270904e-4,4.4984398435230676e-4
3-aminoisobutyric acid,11731,16584,3031,4.435402707626764e-5,6.69049481716002e-5,1.3210067495730676e-5
"3,6-anhydro-D-galactose",16718,32011,21332,6.320949830884345e-5,1.2914220308255512e-4,9.297167925401741e-5
"3,4-dihydroxyphenylacetic acid",11113,20965,19391,4.201741564219268e-5,8.457924737202112e-5,8.451218040571216e-5
2-picolinic acid,4499,2641,1502,1.7010380003079714e-5,1.0654604927713226e-5,6.546196429755024e-6
2-monoolein,39900,4853,3021,1.5085889355920886e-4,1.957849212956921e-5,1.3166484297130443e-5
2-ketoisovaleric acid,20184,23004,26817,7.63141831478464e-5,9.280519945365962e-5,1.1687706368624532e-4
2-ketoisocaproic acid,41951,88269,128087,1.5861357001760326e-4,3.561042492859972e-4,5.582441159108067e-4
2-hydroxyglutaric acid,2769585,4672487,4105016,0.010471592198450662,0.018850247260460428,0.017890972758513483
2-Deoxyinosine,6461,4800,4298,2.4428554167570133e-5,1.9364673855745356e-5,1.873205875838022e-5
2-amino-4-oxo-4-phenylbutanoic acid,6811,4575,998,2.5751877795282494e-5,1.845695476875729e-5,4.349603220303272e-6
"2,6-diaminopimelic acid",21818,12527,16677,8.249221402693781e-5,5.05377644564421e-5,7.268370030560888e-5
1-monopalmitin,311,1446,1064,1.1758675663386956e-6,5.833607999043288e-6,4.63725233106481e-6
1-kestose,6307,1249,7383,2.3846291771376697e-5,5.038849509547073e-6,3.2177475526552156e-5
588382,32385,56690,45632,1.224452448098992e-4,2.287048668504592e-4,1.9887885185258404e-4
588380,27163,37682,16163,1.0270125628443083e-4,1.520207583817076e-4,7.044352389755689e-5
588375,33461,15073,10910,1.2651351973395206e-4,6.08091102140937e-5,4.75492696728544e-5
588374,2861,100107,97737,1.0817225425385877e-5,4.0386237618272923e-4,4.2596910815909903e-4
588356,4554,3008,1963,1.7218330858863087e-5,1.213519561626709e-5,8.555381885225774e-6
562527,52043,24018,14468,1.9677066159152646e-4,9.689598680568582e-5,6.305617173481737e-5
554665,2222,1605,991,8.401214573648171e-6,6.475062820514853e-6,4.319094981283108e-6
553510,10553,12360,11871,3.9900097837852905e-5,4.986403517854429e-5,5.173761505833681e-5
553483,53153,56777,45673,2.0096748795369994e-4,2.2905585156409458e-4,1.99057542966845e-4
553440,29250,16250,13614,1.1059204603024709e-4,6.555748961580459e-5,5.9334166574357455e-5
553439,13157,6474,5311,4.974562562803285e-5,2.6118103862936548e-5,2.3147036776583844e-5
553386,153763,107130,90323,5.813663170512438e-4,4.3219531461791664e-4,3.9365652471688614e-4
553359,38648,22389,13193,1.461251758966492e-4,9.032410061589224e-5,5.7499313913287636e-5
553345,32336,16395,13950,1.2225997950201947e-4,6.614246413853023e-5,6.079856204732529e-5
553344,148671,81714,66746,5.621138487303544e-4,3.29659366551745e-4,2.909004173771164e-4
553268,47487,28703,24117,1.7954476888336216e-4,1.1579671535030395e-4,1.0510960006418236e-4
553263,102483,55707,45688,3.874805009681303e-4,2.247391430170847e-4,1.9912291776474537e-4
550987,10881,9466,8000,4.1140241123251915e-5,3.818875056635115e-5,3.486655888018654e-5
545358,11166097,4177266,2161795,0.04221817139836594,0.01685237368722791,0.009421794081799108
545069,2384,397784,236118,9.013724367046463e-6,0.0016047827968820438,0.0010290777687089858
544748,6034854,8410641,6638338,0.022817328251412677,0.033931108308908324,0.028932000342947472
544707,1238,882,903,4.680784717451141e-6,3.5582588209932092e-6,3.9355628336010565e-6
544105,65926,22415,6846,2.492612385158998e-4,9.042899259927753e-5,2.9837057761719635e-5
544078,8130,5472,2789,3.073891740943278e-5,2.2075728195549705e-5,1.2155354089605033e-5
544032,858,11682,6907,3.244033350220581e-6,4.7128774996420256e-5,3.010291527318106e-5
541377,83731,257924,247633,3.165806019199528e-4,0.0010405446124102636,0.0010792638218971543
540580,25568,1706,1751,9.667068146671308e-5,6.882527832896162e-6,7.63141807490083e-6
539711,55693,741,959,2.1057103656624106e-4,2.989421526480689e-6,4.179628745762362e-6
539702,10377,3810,1975,3.923465509934612e-5,1.5370709872997875e-5,8.607681723546054e-6
539604,7168,5589,3869,2.71016678955491e-5,2.25477421207835e-5,1.6862339538430218e-5
534660,2338,1884,1263,8.839801833118553e-6,7.600634488380052e-6,5.5045579832094504e-6
