BinBase name,L1_PAT_440,L2_PAT_440,L3_PAT_440,normL1_PAT_440,normL2_PAT_440,normL3_PAT_440
524550,1150,1229,916,4.348063348197749e-6,4.958163368481467e-6,3.992220991781359e-6
521677,22622,51224,26869,8.553207744602563e-5,2.066533444972292e-4,1.1710369631896654e-4
521666,2869,3217,2720,1.0847472822590732e-5,1.2978365790402668e-5,1.1854630019263425e-5
520868,159748,5940,9553,6.039951510851252e-4,2.3963783896484878e-5,4.1635029622802756e-5
520865,8399,6385,3905,3.175598614044599e-5,2.5759050535194602e-5,1.7019239053391056e-5
520862,3420,2667,2358,1.2930762305075044e-5,1.0759496911098513e-5,1.0276918229934984e-5
520631,108782,31809,34505,4.112965453423022e-4,1.283272730577925e-4,1.5038382677010458e-4
519942,371,8108,5840,1.4027230453750998e-6,3.271016158799653e-5,2.5452587982536178e-5
519090,121262,70342,60347,4.584824849818743e-4,2.837812267418416e-4,2.630115285928272e-4
517908,10331,5985,5455,3.9060732565418214e-5,2.414532771388249e-5,2.37746348364272e-5
517902,11654,2521,2178,4.406289587817092e-5,1.0170488081319592e-5,9.492420655130786e-6
514161,614,969,1023,2.321487735472537e-6,3.909243534628594e-6,4.4585612168038545e-6
513579,2794,6047,2928,1.0563903473795227e-5,2.4395454751185868e-5,1.2761160550148275e-5
511804,357,194,176,1.3497901002666054e-6,7.826555683363748e-7,7.67064295364104e-7
511719,17609,98360,72085,6.657830217253405e-5,3.9681444176064857e-4,3.141694871097809e-4
509844,100975,62680,94671,3.8177886659501535e-4,2.528703660996081e-4,4.1260649946826757e-4
488159,715,525,514,2.7033611251838177e-6,2.1180112029721483e-6,2.2401764080519855e-6
486463,195,57,2387,7.37280306868314e-7,2.299555020369761e-7,1.0403309505875661e-5
476084,1261,2919,2023,4.767745984415097e-6,1.1776142288525143e-5,8.816881076827172e-6
474821,14353,31239,14151,5.426761151015851e-5,1.2602771803742275e-4,6.167458433918997e-5
474672,140408,98954,77717,5.308720683423908e-4,3.9921082015029706e-4,3.387155445614322e-4
474251,7393,17741,14970,2.7952375941935615e-5,7.157264143224549e-5,6.524404830454907e-5
474221,74388,79927,55900,2.81255422909334e-4,3.2245005984753313e-4,2.4363008017530349e-4
474043,22962,46087,31879,8.681759182723192e-5,1.8592910916452837e-4,1.3893887881768336e-4
425777,1142,9034,4068,4.317815950992895e-6,3.644592991933407e-5,1.7729645190574858e-5
425770,38622,23101,16212,1.4602687185573344e-4,9.31965272378278e-5,7.065708157069803e-5
425127,10018,1421,998,3.78773031497783e-5,5.732750322711281e-6,4.349603220303272e-6
422265,174170,214478,187864,6.585236463961756e-4,8.652701081734484e-4,8.187714021834206e-4
421543,2399,14248,7166,9.070438236805565e-6,5.748080689513746e-5,3.12317201169271e-5
417901,30168,55182,48618,1.1406293485950408e-4,2.2262113181411254e-4,2.1189279495461368e-4
417820,5236,5666,2849,1.979692147057688e-5,2.285838376388608e-5,1.2416853281206434e-5
417688,12806,5522,3274,4.8418521075669886e-5,2.227744354821372e-5,1.4269139221716343e-5
412153,2863,1410,1031,1.082478727468709e-5,5.688372945125198e-6,4.493427775684041e-6
407336,41227,214478,187864,1.5587618057056398e-4,8.652701081734484e-4,8.187714021834206e-4
406926,21350,528,1356,8.072274129045386e-5,2.130114124131989e-6,5.9098817301916196e-6
406851,184239,257359,221608,6.965937767031348e-4,0.00103826522892516,9.658385475400475e-4
406846,158306,151495,111702,5.985430577389502e-4,6.111773470366963e-4,4.868330450043247e-4
405282,20870,3891,8556,7.890789745816262e-5,1.5697488744313577e-5,3.728978472235951e-5
404192,34330,2990,5986,1.297991432553293e-4,1.2062578089308044e-5,2.6088902682099582e-5
404164,131780,8889,12646,4.98250250456956e-4,3.586095539660843e-5,5.511531294985488e-5
404049,20756,14552,8900,7.847687204799345e-5,5.8707236239334666e-5,3.878904675420753e-5
400553,1872,12093,5400,7.077890945935814e-6,4.8786875195318456e-5,2.3534927244125918e-5
400202,12294,11888,5937,4.648268765455924e-5,4.7959842249396e-5,2.587534500895844e-5
396760,2140,501,488,8.091178752298419e-6,2.0211878336934214e-6,2.1268600916913793e-6
396036,73564,245292,179670,2.781399409972341e-4,9.89583245713227e-4,7.830593292503896e-4
391901,651956,48096,46328,0.0024649965115109665,1.9403403203456846e-4,2.0191224247516029e-4
391335,8162,3004,1146,3.0859906998252197e-5,1.2119058388053968e-5,4.994634559586723e-6
390198,10817,17202,9988,4.089826194561308e-5,6.939814993052741e-5,4.35308987619129e-5
390194,5433290,5389822,2764647,0.020542860094895084,0.02174419691052524,0.012049215926053887
390145,26941,11031,10599,1.0186189101199612e-4,4.450244110473479e-5,4.619383219638715e-5
390130,54737,28532,7606,2.06956472600261e-4,1.1510684884419302e-4,3.3149380855337357e-5
389549,6564,2920,2860,2.481798940658263e-5,1.1780176595578424e-5,1.246479479966669e-5
385008,68612,22654,22385,2.594168021274295e-4,9.139319198501152e-5,9.756099006662197e-5
384914,9542,6750,6252,3.6077583016089494e-5,2.7231572609641906e-5,2.7248215764865783e-5
383524,36494,34558,32267,1.379810641992423e-4,1.3941758314726e-4,1.406299069233724e-4
382948,2546,8044,8653,9.626234160444755e-6,3.2451965936586594e-5,3.771254174878177e-5
382947,849,1184,558,3.2100050283651205e-6,4.776619551083854e-6,2.4319424818930114e-6
382905,54744,79184,44528,2.0698293907281526e-4,3.1945256970694586e-4,1.940672667271183e-4
382622,1998,3838,1726,7.554287451912262e-6,1.5483670470489723e-5,7.5224600784002466e-6
382616,11095,241326,198001,4.194935899848176e-5,9.735831839399174e-4,8.62951690604477e-4
382613,17759,157334,128528,6.714544087012506e-5,6.347336659207999e-4,5.60166134969077e-4
382601,1193,1075,690,4.510643108173839e-6,4.336880082276303e-6,3.0072407034160894e-6
381736,2611,4221,2611,9.871994262734192e-6,1.702881007189607e-5,1.1379573154520883e-5
381214,20752,16397,1765,7.846174834939103e-5,6.615053275263679e-5,7.692434552941157e-6
380652,5116,5927,5312,1.9343210512504073e-5,2.3911337904792233e-5,2.3151395096443866e-5
380602,2165,1612,1368,8.185701868563588e-6,6.503302969887815e-6,5.962181568511899e-6
380297,7665,10001,27719,2.8980787446900648e-5,4.03471048398561e-5,1.2080826819998635e-4
380205,7465,19952,15549,2.82246025167793e-5,8.04924943270482e-5,6.776751550350257e-5
379924,50586,79083,19681,1.9126185437559246e-4,3.1904510469456455e-4,8.577609316511892e-5
379876,2914,1925,2004,1.1017614431868035e-5,7.766041077564544e-6,8.73407299948673e-6
379063,2121,46908,21625,8.019341183936891e-6,1.892412752552715e-4,9.424866697300425e-5
378996,23381,2832,22493,8.840179925583614e-5,1.142515757488976e-5,9.80316886115045e-5
377666,860,1190,723,3.2515951995217947e-6,4.800825393403536e-6,3.151065258796859e-6
377276,1409,685,2939,5.327322832704894e-6,2.7635003314969935e-6,1.2809102068608532e-5
377232,141190,73720,54501,5.338287514191654e-4,2.974091159678224e-4,2.3753279069113086e-4
377204,10889,103643,58177,4.117048852045677e-5,4.181276859231283e-4,2.535539744965766e-4
376958,14495,10150,7242,5.480450281054467e-5,4.094821659079487e-5,3.156295242628887e-5
374861,140408,98954,77717,5.308720683423908e-4,3.9921082015029706e-4,3.387155445614322e-4
371572,929,473,1424,3.5124790004136594e-6,1.9082272362015734e-6,6.206247480673205e-6
371569,1236,1675,1124,4.673222868149928e-6,6.757464314244473e-6,4.89875152266621e-6
371565,16384,64600,50962,6.194666947554079e-5,2.6061623564190624e-4,2.2210869670650834e-4
371564,9914,20572,16340,3.74840869861152e-5,8.299376470008197e-5,7.121494651278102e-5
371554,51898,24703,14778,1.962224275171885e-4,9.965948713718282e-5,6.440725089142459e-5
371553,9914,20572,16340,3.74840869861152e-5,8.299376470008197e-5,7.121494651278102e-5
371547,176987,97511,109268,6.691745111369348e-4,3.933893150724136e-4,4.762248944650279e-4
371541,1304,837,986,4.930325744391186e-6,3.3767150035955964e-6,4.297303381982992e-6
371280,7293,15007,7193,2.757428347687494e-5,6.05428459485772e-5,3.1349394753147726e-5
371271,4046,17508,5223,1.529762113635486e-5,7.063264788883118e-5,2.276350462890179e-5
370221,28280,2832,22493,1.0692454911915855e-4,1.142515757488976e-5,9.80316886115045e-5
370173,20857,4943,5848,7.885874543770474e-5,1.9941579764364437e-5,2.5487454541416365e-5
370157,3746,2542,2348,1.4163343741172841e-5,1.0255208529438477e-5,1.023333503133475e-5
367427,10492,4195,3486,3.96694614341659e-5,1.6923918088510784e-5,1.5193103032041286e-5
367202,3059,2555,263,1.1565848506206012e-5,1.030765452113112e-5,1.1462381231861326e-6
366123,1216,694,1093,4.597604375137794e-6,2.799809094976516e-6,4.763643607005487e-6
361344,1165,2901,2869,4.4047772179568495e-6,1.17035247615661e-5,1.25040196784069e-5
360157,11550,36122,16115,4.366967971450782e-5,1.4572723937859036e-4,7.023432454427576e-5
360148,19385,15490,11094,7.329322435201162e-5,6.249141625531157e-5,4.835120052709869e-5
360106,3092,5342,3774,1.1690619019676035e-5,2.155126827862327e-5,1.6448299151728002e-5
359906,7472,21815,21508,2.8251068989333548e-5,8.800840836730936e-5,9.373874354938152e-5
357445,96210,36708,26662,3.6376276063487426e-4,1.4809134331181262e-4,1.162015241079417e-4
356187,4119,4013,2667,1.5573628635849154e-5,1.6189674204813774e-5,1.162363906668219e-5
355602,1814,3073,2795,6.858597316200623e-6,1.2397425574730307e-5,1.2181504008765174e-5
354270,24393,7559,5355,9.222809500225017e-5,3.0495327015745654e-5,2.3338802850424867e-5
354256,137856,71307,101694,5.212231486340425e-4,2.876743330482571e-4,4.432149798452113e-4
354254,6498,8226,9390,2.4568448379642584e-5,3.31862098202836e-5,4.092462348561896e-5
354252,177853,161234,128984,6.724487918843601e-4,6.504674634285931e-4,5.621535288252476e-4
354246,62414,170238,144225,2.3598263114296895e-4,6.867923641363287e-4,6.28578681811863e-4
353481,671698,413881,313663,0.0025396395259632445,0.0016697230375186966,0.001367043682254494
351741,447,525,415,1.690073318821212e-6,2.1180112029721483e-6,1.808702741909677e-6
351285,23191,59269,55948,8.768342357222086e-5,2.3910934474086906e-4,2.4383927952858459e-4
351222,13157,8444,5311,4.974562562803285e-5,3.40656887578987e-5,2.3147036776583844e-5
350330,1264,861,730,4.779088758366917e-6,3.4735383728743232e-6,3.181573497817022e-6
350308,3780,3017,2503,1.429189517929347e-5,1.2171504379746611e-5,1.0908874609638366e-5
348293,3746,2541,58,1.4163343741172841e-5,1.0251174222385197e-5,2.5278255188135245e-7
347607,629485,322296,68103,0.0023800353536871824,0.001300241026044022,2.9681465742716805e-4
346922,2381,2204,2580,9.002381593094643e-6,8.891612745429742e-6,1.124446523886016e-5
346416,12505,4525,10368,4.728046275583726e-5,1.8255239416093278e-5,4.518706030872176e-5
346408,3246,3662,1353,1.2272881415869472e-5,1.4773632429112395e-5,5.896806770611549e-6
346346,4055,2290,3348,1.533164945821032e-5,9.238563152011847e-6,1.4591654891358068e-5
346256,26918,6103,6715,1.0177492974503218e-4,2.4621375946169564e-5,2.926611786005658e-5
346225,21663,8932,11135,8.190617070609376e-5,3.603443059989948e-5,4.8529891641359646e-5
344676,35091,20886,18168,1.3267642691444106e-4,8.426053711481197e-5,7.918195521690365e-5
342924,42018,49992,42767,1.5886689196919392e-4,2.0168307820758787e-4,1.8639226545361724e-4
342840,38995,22343,18837,1.4743715675040976e-4,9.013852249144134e-5,8.209767120325924e-5
342183,3882,974,1536,1.4677549493655357e-5,3.929415069894995e-6,6.694379304995817e-6
341344,23999,24617,18079,9.07384106899111e-5,9.93125367306007e-5,7.879406474936157e-5
328993,4119,4013,3133,1.5573628635849154e-5,1.6189674204813774e-5,1.3654616121453056e-5
328824,178,112,25,6.730045878079994e-7,4.518423899673916e-7,1.0895799650058295e-7
324432,2946,1705,1759,1.113860402068745e-5,6.878493525842881e-6,7.666284633781016e-6
323841,15820,7703,5215,5.9814227972598597e-5,3.1076267231418016e-5,2.2728638070021603e-5
321802,29381,9509,4427,1.1108734715947657e-4,3.83622257696422e-5,1.9294282020323227e-5
320847,179437,24355,38393,6.784377765309212e-4,9.825554828264128e-5,1.6732897438587524e-4
320842,63079,2560,538,2.3849694603562244e-4,1.0327826056397523e-5,2.344776084692545e-6
250667,4577,6445,5091,1.730529212582704e-5,2.600110895839142e-5,2.2188206407378712e-5
250558,2132,1547,1434,8.060931355093565e-6,6.241073011424597e-6,6.249830679273438e-6
242849,4708,2116,1429,1.7800593255056523e-5,8.536593724741078e-6,6.228039079973322e-6
241382,6092,7873,5714,2.3033392971496247e-5,3.1762099430475665e-5,2.490343968017324e-5
237707,18466,11014,9512,6.981855459810403e-5,4.443385788482903e-5,4.14563385085418e-5
234465,163594,102550,101694,6.185365872913587e-4,4.1371818831389295e-4,4.432149798452113e-4
232320,15243,99595,90877,5.7632634449198507e-5,4.017968109714497e-4,3.960710339193391e-4
230854,37466,30732,23181,1.4165612295963205e-4,1.2398232436140963e-4,1.0103021267520053e-4
228851,56478,82798,33807,2.1353906241696735e-4,3.3403255539750083e-4,1.473417195078083e-4
228833,15820,7703,5215,5.9814227972598597e-5,3.1076267231418016e-5,2.2728638070021603e-5
228307,1261,3850,1761,4.767745984415097e-6,1.5532082155129087e-5,7.675001273501063e-6
227159,18952,25621,12314,7.16560839782989e-5,1.0336298101209411e-4,5.3668350756327136e-5
224423,2810,2883,497,1.0624398268204933e-5,1.1630907234607054e-5,2.166084970431589e-6
224377,14580,11989,7623,5.512588140584624e-5,4.836730726177731e-5,3.322347229295775e-5
223738,672,1939,662,2.540781365207728e-6,7.822521376310468e-6,2.8852077473354367e-6
223237,1383,2329,1124,5.229018791789119e-6,9.395901127089778e-6,4.89875152266621e-6
223227,21698,21380,13865,8.2038503068865e-5,8.625348479913244e-5,6.0428104859223306e-5
223171,6419,3915,2824,2.426975533224465e-5,1.5794312113592304e-5,1.230789528470585e-5
223160,5247,14434,5225,1.9838511641733553e-5,5.82311880070476e-5,2.2772221268621838e-5
223108,24598,25606,7817,9.300318455562454e-5,1.0330246640629491e-4,3.4068986345802275e-5
222288,9958,4791,2351,3.7650447670741894e-5,1.9328365092265832e-5,1.0246409990914821e-5
219979,11846,7511,4229,4.478883341108742e-5,3.03016802771882e-5,1.8431334688038613e-5
219417,4254,30911,19971,1.6084053463681064e-5,1.247044653239468e-4,8.704000592452569e-5
215929,5503,2266,599,2.0806428352288878e-5,9.14173978273312e-6,2.6106335961539677e-6
215683,12322,5278,4806,4.658855354477623e-5,2.129307262721333e-5,2.0946085247272067e-5
215676,6724,6063,5209,2.5422937350679705e-5,2.446000366403835e-5,2.2702488150861462e-5
215644,16954,19312,16002,6.410179652638664e-5,7.791053781294882e-5,6.974183440009314e-5
214058,2106,2003,1676,7.962627314177791e-6,8.080717027720405e-6,7.304544085399081e-6
212017,9375,38542,27608,3.544616859943817e-5,1.5549026244752865e-4,1.2032449469552377e-4
211126,10107,1891,1350,3.82138054436823e-5,7.628874637753014e-6,5.8837318110314795e-6
210861,3196,16480,12142,1.2083835183339135e-5,6.648538023805905e-5,5.2918719740403125e-5
210845,3459,1848,1143,1.3078218366448707e-5,7.455399434461962e-6,4.9815596000066525e-6
210842,3517,8615,4873,1.3297511996183897e-5,3.475555526400963e-5,2.1238092677893628e-5
210393,6780,6228,4329,2.5634669131113682e-5,2.5125664327829598e-5,1.8867166674040943e-5
210312,94486,36368,29991,3.5724444653722825e-4,1.467196789136973e-4,1.3071037092195933e-4
210297,74508,133252,72898,2.8170913386740685e-4,5.375794834637042e-4,3.177128011559798e-4
210259,61715,38021,31660,2.3333976481219483e-4,1.5338838847276962e-4,1.3798440676833826e-4
210228,75296,24684,14601,2.8468850249208495e-4,9.958283530317049e-5,6.363582827620047e-5
209687,504700,453035,35753,0.0019082326711612207,0.0018276822958828327,1.558230099554137e-4
209676,235393,130429,115899,8.900031962802719e-4,5.26190634652294e-4,5.051249134568425e-4
209172,9334809,4743849,1655944,0.035294209456805635,0.019138143480396615,0.007217133622286453
208244,6698,31239,14151,2.532463330976393e-5,1.2602771803742275e-4,6.167458433918997e-5
205795,191,190,125,7.22156608265887e-7,7.665183401232537e-7,5.447899825029147e-7
199152,11276,3475,1852,4.2633706360241575e-5,1.401921701014898e-5,8.071608380763185e-6
190197,11566,3782,4963,4.373017450891753e-5,1.5257749275506028e-5,2.1630341465295727e-5
190007,1112,829,726,4.204388211474693e-6,3.344440547169354e-6,3.1641402183769287e-6
189939,2930,2790,1739,1.1078109226277743e-5,1.1255716678651988e-5,7.57911823658055e-6
189234,5050,3542,2550,1.9093669485564027e-5,1.4289515582718761e-5,1.1113715643059461e-5
188923,7139,3658,2716,2.6992021080681504e-5,1.4757495200899273e-5,1.1837196739823331e-5
187931,8251,17731,10240,3.1196409292156195e-5,7.153229836171269e-5,4.4629195366638776e-5
187846,4969,717,456,1.878741458886488e-5,2.8925981572019623e-6,1.987393856170633e-6
187839,1215,911,609,4.593823450487186e-6,3.6752537255383372e-6,2.6542167947542008e-6
187836,1934,1441,745,7.312308274273431e-6,5.813436463776887e-6,3.246948295717372e-6
183432,2406,943,650,9.096904709359812e-6,3.8043515512433065e-6,2.8329079090151566e-6
170841,116273,98940,56369,4.396194518999973e-4,3.991543398515511e-4,2.4567413218965444e-4
170728,46419,98670,98349,1.7550674135651418e-4,3.9806507694716545e-4,4.286363999134333e-4
170630,28387,71299,26856,1.0732910805677348e-4,2.8764205859183083e-4,1.1704703816078622e-4
170487,5149,37123,32699,1.9467981025974095e-5,1.497655807389239e-4,1.4251270110290248e-4
170319,61495,79184,46149,2.3250796138906137e-4,3.1945256970694586e-4,2.0113210322021612e-4
170278,4482,6043,3493,1.69461042840194e-5,2.4379317522972747e-5,1.522361127106145e-5
170275,10526,6252,3289,3.979801287228652e-5,2.5222487697108325e-5,1.4334514019616693e-5
170242,18189,1586,1123,6.877123846988596e-5,6.398410986502528e-6,4.894393202806186e-6
169614,1265,333,253,4.782869683017523e-6,1.343424248742334e-6,1.1026549245858995e-6
169611,475,4888,5194,1.7959392090382006e-6,1.971969287643402e-5,2.2637113352961115e-5
169610,10603,1581,1041,4.008914407038324e-5,6.378239451236127e-6,4.537010974284274e-6
168880,2049,3099,2045,7.747114609093206e-6,1.2502317558115595e-5,8.912764113747685e-6
163829,2313,1480,957,8.745278716853384e-6,5.9707744388548175e-6,4.170912106042315e-6
163410,4795,20313,14794,1.8129533699659308e-5,8.194887917328237e-5,6.447698400918496e-5
161401,179320,33457,31192,6.779954083468003e-4,1.349758110815984e-4,1.3594471307384735e-4
161388,1265,2546,1040,4.782869683017523e-6,1.0271345757651599e-5,4.532652654424251e-6
160575,8956,14124,10589,3.3861961170833944e-5,5.6980552820530706e-5,4.615024899778692e-5
146435,354,223,185,1.3384473263147853e-6,8.99650472881503e-7,8.062891741043138e-7
146430,47723,46649,27887,1.8043706710090535e-4,1.881963897284719e-4,1.2154046593647027e-4
146264,2276,5037,2629,8.605384504780935e-6,2.0320804627372782e-5,1.1458022912001304e-5
138111,849,4479,7629,3.2100050283651205e-6,1.8069661291642386e-5,3.3249622212117895e-5
135765,24168,41645,20421,9.137738695586365e-5,1.6800871723385736e-4,8.900124986153618e-5
135325,3663,8569,9429,1.3849526995172482e-5,3.456997713955874e-5,4.1094597960159865e-5
135323,6446,4496,3342,2.4371840297811033e-5,1.813824451154815e-5,1.4565504972197929e-5
135260,10644,101021,57370,4.024416198105812e-5,4.075497328294274e-4,2.500368103695378e-4
135163,982,2376,1106,3.712868006895817e-6,9.585513558593952e-6,4.82030176518579e-6
134328,47509,28365,26441,1.796279492256755e-4,1.1443311956629521e-4,1.1523833541887655e-4
133924,1898,1387,1040,7.1761949868515885e-6,5.5955838828997515e-6,4.532652654424251e-6
133605,14449,10104,8652,5.463058027661676e-5,4.0762638466343976e-5,3.770818342892175e-5
133467,26619,69666,61899,1.0064443327450076e-4,2.810540351738242e-4,2.6977564101558337e-4
132335,17188,9995,10112,6.498653289462862e-5,4.0322898997536425e-5,4.407133042455579e-5
132248,2293,3238,1977,8.66966022384125e-6,1.3063086238521554e-5,8.616398363266099e-6
131989,5216,2730,1643,1.9721302977564745e-5,1.101365825545517e-5,7.160719530018311e-6
131524,31883,13391,9789,1.2054722063529463e-4,5.402340575047626e-5,4.2663593109768264e-5
131446,727977,907210,701039,0.0027524261843747413,0.003659963701806405,0.003055352196350887
131427,949,333,640,3.5880974934257943e-6,1.343424248742334e-6,2.7893247104149235e-6
131421,1265970,612119,475156,0.004786537179928612,0.0024694759991468734,0.0020708818314092397
130738,16191,20389,19088,6.12169510179737e-5,8.225548650933167e-5,8.31916094881251e-5
130659,3747,19595,19060,1.4167124665823448e-5,7.905224670902714e-5,8.306957653204444e-5
130582,21666,49682,40428,8.191751348004559e-5,2.0043244302107098e-4,1.7619815530102272e-4
130549,1332,16051,8256,5.036191634608175e-6,6.475466251220181e-5,3.598228876435251e-5
130548,5078,95341,85781,1.9199535375781014e-5,3.846348687667954e-4,3.7386103591266023e-4
130530,50155,53689,31126,1.8963227585118094e-4,2.165979113835651e-4,1.356570639630858e-4
130528,12478,8797,7542,4.717837779027088e-5,3.5489799147706646e-5,3.287044838429587e-5
130463,20346,29871,27819,7.69266929412447e-5,1.2050878598853532e-4,1.2124410018598869e-4
128059,2150,1293,1549,8.128987998804486e-6,5.216359019891405e-6,6.75103746317612e-6
127630,1230,325,294,4.650537320246288e-6,1.3111497923160918e-6,1.2813460388468555e-6
125960,64270,127526,68208,2.4300002729449506e-4,5.144790412766213e-4,2.9727228101247046e-4
125942,13644,9570,4075,5.1586935932878335e-5,3.86083184998923e-5,1.776015342959502e-5
125898,213,131,540,8.053369505792352e-7,5.28494223979717e-7,2.3534927244125917e-6
125897,74508,133252,10989,2.8170913386740685e-4,5.375794834637042e-4,4.789357694179624e-5
125868,14353,31239,14151,5.426761151015851e-5,1.2602771803742275e-4,6.167458433918997e-5
125802,31807,22912,19180,1.2025987036184851e-4,9.243404320475784e-5,8.359257491524724e-5
124996,38005,17383,14284,1.436940413463091e-4,7.012835950717115e-5,6.225424088057307e-5
121191,1534,4231,2850,5.799938414030736e-6,1.7069153142428875e-5,1.2421211601066457e-5
118967,230,1433,1384,8.696126696395497e-7,5.781162007350644e-6,6.031914686272272e-6
118602,12362,35152,16365,4.6739790530800496e-5,1.418139615369085e-4,7.13239045092816e-5
118128,5686,2275,1819,2.1498337563349912e-5,9.178048546212642e-6,7.927783825382415e-6
118125,27823,7625,2443,1.0519666655383127e-4,3.076159128126215e-5,1.0647375418036966e-5
118060,42677,22579,16004,1.6135852131394376e-4,9.10906189560155e-5,6.975055103981319e-5
117962,53702,58722,37101,2.0304321558688304e-4,2.3690257878272475e-4,1.6169802512672513e-4
117769,47086,22284,17483,1.7802861809846886e-4,8.990049837529781e-5,7.619650611278767e-5
117750,57973,28244,19589,2.191915447696244e-4,1.1394496841284829e-4,8.537512773799678e-5
117745,45915,93576,59831,1.7360115533260838e-4,3.775143168177557e-4,2.6076263554505516e-4
117300,1858,3179,4776,7.024958000827319e-6,1.2825062122378017e-5,2.0815335651471366e-5
117249,1458,1139,1281,5.512588140584624e-6,4.595075733686242e-6,5.5830077406898705e-6
117245,40742,27140,12283,1.5404243211501972e-4,1.0949109342602687e-4,5.3533242840666416e-5
117242,82543,4708,915,3.12088863435032e-4,1.899351760684357e-5,3.987862671921336e-6
117235,1857,3250,2686,7.021177076176712e-6,1.3111497923160918e-5,1.1706447144022632e-5
117213,17696,1202,24040,6.690724261713683e-5,4.8492370780429e-6,1.0477400943496057e-4
117212,16222,18750,20692,6.13341596821425e-5,7.56432572490053e-5,9.01823545436025e-5
117201,85272,9984,20796,3.224070068065378e-4,4.027852161995034e-5,9.063561980904492e-5
117200,14826,17483,14750,5.60559888698955e-5,7.053179021249917e-5,6.428521793534394e-5
117199,225712,1191114,983450,8.534000647377481e-4,0.00480531961146089,0.004286189666339932
117196,1265,61974,29464,4.782869683017523e-6,2.5002214531999223e-4,1.2841353635572705e-4
117195,3491522,7562561,6477913,0.013201181597935738,0.030509693183162385,0.02823281687940323
117192,67555,65569,61526,2.5542036477173817e-4,2.645254791765348e-4,2.6814998770779465e-4
117191,9339,916,116,3.5310055312016326e-5,3.6954252608047384e-6,5.055651037627049e-7
117190,14806,7629,18022,5.598037037688336e-5,3.077772850947527e-5,7.854564051734024e-5
117182,1548128,720925,513474,0.005853355317494508,0.0029084328123860875,0.002237883931805613
116942,64903,43602,35995,2.453933525983291e-4,1.7590385613712686e-4,1.5687772336153932e-4
115895,9471,5550,1565,3.580913736589642e-5,2.2390404145705567e-5,6.820770580936493e-6
