BinBase name,L1_SAC_440,L2_SAC_440,L3_SAC_440,normL1_SAC_440,normL2_SAC_440,normL3_SAC_440
521677,4089,18052,30473,1.6270868343654012e-5,7.636433673795936e-5,1.2475139171920624e-4
521666,1102,970,1241,4.38505671672945e-6,4.1033351781420666e-6,5.080447514965213e-6
520868,52683,11375,23073,2.096351569940632e-4,4.811900788800619e-5,9.445702297565864e-5
520865,8378,3800,5685,3.333757275205022e-5,1.607492131643284e-5,2.3273444095549748e-5
520862,5218,2474,3444,2.0763362929123658e-5,1.0465619825488116e-5,1.4099162966591615e-5
520631,77187,58390,62472,3.0714099164627596e-4,2.470038567543456e-4,2.557499735333657e-4
519942,2637,4744,6452,1.0493098513625737e-5,2.006827019083089e-5,2.641341447748232e-5
519090,117105,94152,98426,4.659819118081691e-4,3.982857873117854e-4,4.0293966729086715e-4
517908,3746,12679,9369,1.4906009492621163e-5,5.3635244045013673e-5,3.8355127129499664e-5
517902,3586,385,731,1.4269340640827413e-5,1.628643343901748e-6,2.992592371828824e-6
514161,681,1210,1009,2.7098218004471468e-6,5.118593366548351e-6,4.130678116518856e-6
513579,1412,2068,3918,5.618602617079841e-6,8.748141390100818e-6,1.603964009962426e-5
511804,2917,3844,1942,1.1607269004264797e-5,1.6261051984307323e-5,7.95022487837425e-6
511719,12734,53221,46654,5.067088224213505e-5,2.2513773352154527e-4,1.9099371342722567e-4
509844,80105,63604,64074,3.187522398308645e-4,2.6906034089747215e-4,2.623082949829823e-4
488159,894,725,711,3.557387209397576e-6,3.066925777477318e-6,2.910715699548966e-6
486463,11225,5361,45,4.4666299133655247e-005,2.267832978352538e-5,1.8422251262968138e-7
476084,1753,2597,2369,6.975503107465269e-6,1.0985939647046337e-5,9.698291831549228e-6
474821,22046,13043,8346,8.772500941653128e-5,5.517505229742987e-5,3.416713534238491e-5
474672,75265,76503,50952,2.9949300706410355e-4,3.2362623828185826e-4,2.0858901030016726e-4
474251,7756,14742,11210,3.086252259070201e-5,6.236223422285602e-5,4.589187481286063e-5
474221,37524,34049,37306,1.4931476246692914e-4,1.4403552523768992e-4,1.5272455680361986e-4
474043,17535,27500,43624,6.977492697627126e-5,1.1633166742155343e-4,1.7858939757682714e-4
425777,692,8459,5665,2.753592784007967e-6,3.5783620898869834e-5,2.3191567423269892e-5
425770,23204,19698,13998,9.233290023138854e-5,8.33273158134458e-5,5.730548292867289e-5
425127,5733,2747,2878,2.281264079583479e-5,1.1620476014800265e-5,1.1782053141071623e-5
422265,196936,93963,166373,7.836438562303367e-4,3.9748627148841547e-4,6.81103379860844e-4
421543,4784,7116,9371,1.9036398668633115e-5,3.0102405286246337e-5,3.836331479672765e-5
417901,28799,30412,27188,1.1459641414255122e-4,1.2865013344088303e-4,1.1130314829723951e-4
417820,5402,4204,4618,2.1495532108686472e-5,1.778393926691675e-5,1.8905323629419303e-5
417688,11094,2097,4134,4.4145026511249113e-005,8.87081842119991e-6,1.6923908160246732e-5
412153,3601,683,2144,1.4329028345683078e-5,2.889255594506218e-6,8.77717926840082e-6
407336,40533,23386,28514,1.6128811606097533e-4,9.892844997528904e-5,1.1673157166939412e-4
406926,1037,456,2059,4.12640999568824e-6,1.9289905579719407e-6,8.429203411211421e-6
406851,345137,350344,348977,0.001373362359384621,0.0014820400614958807,0.001428653773110407
406846,249550,177974,156094,9.930044497820638e-4,7.528731700975836e-4,6.390228641426108e-4
405282,9508,7395,9239,3.783404651784357e-5,3.128264293026864e-5,3.7822928759680584e-5
404192,20785,4533,8729,8.270726302833179e-5,1.9175689033523697e-5,3.57350736165442e-5
404164,41683,7375,13936,1.6586417343324292e-4,3.119803808123478e-5,5.705166524460533e-5
404049,22358,28489,20494,8.896651367752909e-5,1.2051537720627767e-4,8.389902608517089e-5
400553,371,659,262,1.476275900096757e-6,2.7877297756655897e-6,1.072584406866145e-6
400202,3739,4718,5356,1.4878155230355187e-5,1.9958283887086877e-5,2.1926572836546077e-5
396760,11264,4119,3971,4.4821487166279976e-5,1.742436865852286e-5,1.6256613281165883e-5
396036,220849,301349,245439,8.787979953112363e-4,0.0012747793325751894,0.0010047864283848082
391901,140522,56761,47503,5.591623774485081e-4,2.4011279180053799e-4,1.9446937816550568e-4
391335,2755,1138,1660,1.0962641791823627e-5,4.814015910026466e-6,6.7957637992282465e-6
390198,2210,4292,4506,8.793988515401167e-6,1.815620060266572e-5,1.8446814264652096e-5
390194,3645845,2966907,4281869,0.014507474687299895,0.012550735941624685,0.01752925924291425
390145,11410,6225,6780,4.540244749354177e-5,2.6333259261788003e-5,2.7756191902871998e-5
390130,38007,17276,31020,1.512367065632815e-4,7.308166859544572e-5,1.2699071870606038e-4
389549,6378,3739,4500,2.5379212104628344e-5,1.5816876526879574e-5,1.842225126296814e-5
385008,66717,50216,42540,2.6547897365702245e-4,2.1242585495420826e-4,1.741516819392588e-4
384914,13898,8999,5853,5.530264813893458e-5,3.8067951822783974e-5,2.396120814270056e-5
383524,113149,55621,61486,4.502402744475686e-4,2.3529031540560813e-4,2.517134535899687e-4
382948,1181,6020,5813,4.699411962302615e-6,2.546605955919097e-5,2.379745479814084e-5
382947,1046,2000,792,4.1622226186016384e-6,8.460484903385705e-6,3.2423162222823924e-6
382905,21998,13003,10101,8.753400876099316e-5,5.5005842599362156e-5,4.1351813334942484e-5
382622,1499,1497,1673,5.964791305242692e-6,6.3326729501842e-6,6.848983636210155e-6
382616,139374,229623,142814,5.545942784368879e-4,9.713609624850678e-4,5.846567537487849e-4
382613,69637,100422,66540,2.7709818020225837e-4,4.248094074838996e-4,2.724036886750889e-4
382601,3501,2851,1395,1.3931110313311983e-5,1.2060421229776321e-5,5.710897891520123e-6
381736,82136,23474,54274,3.2683395506832136e-4,9.930071131103801e-5,2.2218872556585174e-4
381214,33165,21721,29879,1.3196951543587316e-4,9.188509629322045e-5,1.2231965455249445e-4
380652,11334,7881,9444,4.510002978893974e-5,3.333854076179137e-5,3.866216465054913e-5
380602,4170,4830,3427,1.65931819498746e-5,2.0432071041676475e-5,1.4029567795153736e-5
380297,4738,41429,10274,1.885335637374241e-5,1.7525471453118318e-4,4.206004655016326e-5
380205,1460,45019,15458,5.809603272617965e-6,1.904412849327605e-4,6.328248000510255e-5
379924,77296,70980,49697,3.0757472230156043e-4,3.0026260922115863e-4,2.0345124911460614e-4
379876,5857,3141,3748,2.330605915597495e-5,1.3287191540767249e-5,1.5343688385245462e-5
379063,1860,1459,11397,7.4012754021023395e-6,6.1719237370198716e-6,4.6657421698677304e-5
378996,42100,46524,15458,1.6752349162823038e-4,1.9680779982255824e-4,6.328248000510255e-5
377666,986,882,877,3.923471799178982e-6,3.7310738423930956e-6,3.5902920794717905e-6
377276,2738,1020,468,1.089499572632054e-5,4.314847300726709e-6,1.9159141313486865e-6
377232,127175,143437,73567,5.060522576679382e-4,6.067732865434677e-4,3.0117105748061714e-4
377204,8119,29073,3191,3.230696504820908e-5,1.2298583879806629e-4,1.3063423062251406e-5
376958,20385,23963,12115,8.111559089884742e-5,1.0136929986991582e-4,4.959679423352422e-5
374861,75240,76503,50952,2.9939352755601077e-4,3.2362623828185826e-4,2.0858901030016726e-4
371572,595,1846,447,2.3676122926080063e-6,7.809027565825005e-6,1.829943625454835e-6
371569,1518,1361,611,6.0403957313932e-6,5.757359976753972e-6,2.501332338149674e-6
371565,20644,118116,126509,8.214619860268854e-5,4.996593174241529e-4,5.179067966726303e-4
371564,11802,6947,8824,4.696228618043646e-5,2.9387494311910243e-5,3.612398780987352e-5
371554,42247,15769,28147,1.681084311358159e-4,6.670669322074458e-5,1.1522913473305871e-4
371553,11802,6947,8824,4.696228618043646e-5,2.9387494311910243e-5,3.612398780987352e-5
371547,140307,102306,115544,5.583068536789102e-4,4.327791842628889e-4,4.7301791109519793e-4
371541,850,838,799,3.382303275154295e-6,3.54494317451861e-6,3.270973057580343e-6
371280,6545,12586,5879,2.604373521868807e-5,5.324183149700624e-5,2.4067647816664375e-5
371271,9065,26331,20840,3.607126963443963e-5,1.113865139955245e-4,8.531549251561245e-5
370221,42100,37015,15458,1.6752349162823038e-4,1.5658242434941092e-4,6.328248000510255e-5
370173,3819,1278,2539,1.5196489656252062e-5,5.406249853263465e-6,1.0394243545928024e-5
370157,2150,1833,1849,8.555237695978511e-6,7.754034413952998e-6,7.569498352272909e-6
367427,8310,2894,5016,3.306698849003787e-5,1.2242321655199115e-5,2.0534669407788485e-5
367202,24460,17432,16059,9.733075071796947e-5,7.37415864179098e-5,6.57428740071123e-5
366123,2838,864,1275,1.1292913758691635e-5,3.654929478262624e-6,5.219637857840973e-6
361344,767,1331,1600,3.052031308286287e-6,5.630452703203186e-6,6.550133782388671e-6
360157,3801,3683,7107,1.5124864410425264e-5,1.5579982949584775e-5,2.909487549464768e-5
360148,29068,22427,25408,1.1566681364962947e-4,9.48716474641156e-5,1.0401612446433211e-4
360106,3172,2924,3013,1.2621959986811086e-5,1.23692289287499e-5,1.2334720678960667e-5
359906,15279,26768,8602,6.079789616597938e-5,1.1323512994691427e-4,3.5215156747567096e-5
357445,42141,27242,37797,1.6768663802150253e-4,1.1524026486901668e-4,1.547346291080904e-4
356187,5068,4546,4629,2.016648588056702e-5,1.9230682185395705e-5,1.8950355799173225e-5
355602,5661,4365,5145,2.2526139812527604e-5,1.84650083016393e-5,2.106277394399357e-5
354270,22284,13615,8424,8.867205433357449e-5,5.759475097979818e-5,3.4486454364276355e-5
354256,30427,108068,132501,1.2107451970955263e-4,4.5715384126954314e-4,5.424370476876759e-4
354254,7847,8451,7348,3.1224628000159705e-5,3.5749778959256296e-5,3.0081489395619975e-5
354252,208864,183098,192554,8.311075191315607e-4,7.745489324200578e-4,7.882840377087927e-4
354246,237569,207076,211732,9.453298903236831e-4,8.759816859267491e-4,8.667955787579489e-4
353481,315013,329014,338570,0.0012534935313131528,0.001391808990001272,0.001386049246689583
351741,2146,1139,1661,8.539320974683666e-6,4.818246152478158e-6,6.79985763284224e-6
351285,74645,103445,98442,2.9702591526340274e-4,4.375974304153671e-4,4.03005168628691e-4
351222,11330,6023,10880,4.50841130676449e-5,2.547875028654605e-5,4.454090972024297e-5
350330,1421,806,1304,5.654415239993239e-6,3.4095754160644386e-6,5.338359032646767e-6
350308,3865,1940,2673,1.5379531951142765e-5,8.206670356284133e-6,1.0942817250203075e-5
348293,2150,1570,1850,8.555237695978511e-6,6.641480649157778e-6,7.573592185886902e-6
347607,156781,53881,114457,6.238598703317242e-4,2.2792969353966255e-4,4.685679139567876e-4
346922,2750,4545,3874,1.0942745890205072e-5,1.922645194294401e-5,1.5859511420608572e-5
346416,9797,12512,15101,3.898402963139603e-5,5.2928793555580966e-5,6.182098140490708e-5
346408,5010,1617,2214,1.9935693421791786e-5,6.840302044387342e-6,9.063747621380324e-6
346346,3518,1400,2370,1.399875637881507e-5,5.922339432369993e-6,9.70238566516322e-6
346256,12680,5950,6587,5.045600650465466e-5,2.516994258757247e-5,2.6966082015371364e-5
346225,22973,14834,15389,9.141370957661131e-5,6.275141652841177e-5,6.300000548573704e-5
344676,41037,17786,30196,1.6329362294412566e-4,7.523909224580907e-5,1.236173998081302e-4
342924,47313,29827,45256,1.8826695865573547e-4,1.261754416066427e-4,1.8527053403486358e-4
342840,39649,27681,31218,1.5777052065481486e-4,1.1709734130530984e-4,1.2780129776163098e-4
342183,5499,2051,2515,2.1881512600086434e-5,8.67622726842204e-6,1.0295991539192194e-5
341344,14768,4923,13267,5.876453502056309e-5,2.082548358968391e-5,5.4312890556844066e-5
328993,5068,4336,4629,2.016648588056702e-5,1.8342331270540206e-5,1.8950355799173225e-5
328824,373,179,152,1.4842342607441789e-6,7.572133988530206e-7,6.222627093269238e-7
324432,6126,6971,6686,2.4376458663053188e-5,2.9489020130750872e-5,2.7371371543156663e-5
323841,17267,15535,9508,6.870850664951671e-5,6.571681648704846e-5,3.892417000184468e-5
321802,5092,32699,5963,2.0261986208336083e-5,1.3832469792790457e-4,2.441152984023978e-5
320847,213344,61508,97035,8.489342469817858e-4,2.601937527187239e-4,3.9724514473380297e-4
320842,13213,2066,1423,5.257690961719259e-5,8.739680905197433e-6,5.825525232711925e-6
250667,8160,4316,1232,3.247011144148123e-5,1.825772642150635e-5,5.043603012439277e-6
250558,2826,3190,3272,1.1245163594807102e-5,1.3494473420900198e-5,1.3395023584984834e-5
242849,3429,1793,2430,1.3644609330004796e-5,7.584824715885284e-6,9.948015682002795e-6
241382,7525,4918,4939,2.9943331935924786e-5,2.0804332377425448e-5,2.021944421951103e-5
237707,33153,25206,22663,1.3192176527198864e-4,1.0662749123737003e-4,9.277855119392154e-5
234465,342945,218738,241231,0.0013646399961150467,9.253147733983911e-4,9.87559576537126e-4
232320,30295,48943,17437,1.2054926790682278e-4,2.0704075631320325e-4,7.138417672719454e-5
230854,34191,22650,27417,1.360521544480006e-4,9.58149915308431e-5,1.1224063619484389e-4
228851,30523,24667,35994,1.2145652102062887e-4,1.0434739055590758e-4,1.4735344710206115e-4
228833,17015,15951,10527,6.770575320794156e-5,6.747659734695268e-5,4.309578645450347e-5
228307,1945,1981,2402,7.739505729617768e-6,8.38011029680354e-6,9.833388340810993e-6
227159,23078,14003,19075,9.183152351060097e-5,5.9236085051055005e-5,7.808987618691495e-5
224423,2431,1740,1669,9.673387366941284e-6,7.360621865945563e-6,6.832608301754183e-6
224377,56870,65126,35350,2.2629598500944088e-4,2.7549876990894866e-4,1.447170182546497e-4
223738,746,1249,1478,2.9684685214883578e-6,5.283572822164372e-6,6.050686081481536e-6
223237,2416,1907,2975,9.613699662085619e-6,8.06707235537827e-6,1.2179155001628936e-5
223227,8748,6263,4516,3.480986947182326e-5,2.6494008474952332e-5,1.8487752600792024e-5
223171,1436,972,1002,5.714102944848903e-6,4.111795663045452e-6,4.102021281220906e-6
223160,4779,4725,7980,1.901650276701456e-5,1.9987895584248726e-5,3.26687922396635e-5
223108,14317,14868,14738,5.696992469456946e-5,6.289524477176933e-5,6.033491980302765e-5
222288,4242,2973,3844,1.6879682933181786e-5,1.2576510808882849e-5,1.5736696412188784e-5
219979,13659,15317,6901,5.435162404156766e-5,6.479462363257942e-5,2.825154577016514e-5
219417,14133,15683,18806,5.6237755515006646e-5,6.6342892369899e-5,7.698863494475085e-5
215929,896,684,565,3.565345570044998e-6,2.893485836957911e-6,2.313015991906e-6
215683,7434,4414,4932,2.9581226526467093e-5,1.867229018177225e-5,2.0190787384213082e-5
215676,4666,10863,3733,1.8566855390435223e-5,4.595312375273945e-5,1.528228088103557e-5
215644,10673,13107,13218,4.246979159496681e-5,5.5445787814338216e-5,5.4112292709758415e-5
214058,3526,3507,2430,1.4030589821404758e-5,1.4835460278086832e-5,9.948015682002795e-6
212017,6835,16100,18756,2.719769751256424e-5,6.810690347225492e-5,7.67839432640512e-5
211126,3262,875,906,1.2980086215945071e-5,3.7014621452312458e-6,3.7090132542775854e-6
210861,5301,10573,5999,2.109363489599167e-5,4.472635344174852e-5,2.4558907850343527e-5
210845,2363,1005,1108,9.40280310492894e-6,4.251393663951316e-6,4.535967644304155e-6
210842,2486,3410,3463,9.892242284745385e-6,1.4425126760272626e-5,1.4176945805257482e-5
210393,24477,25744,21692,9.739839678347257e-5,1.0890336167638079e-4,8.880343875473442e-5
210312,117446,91706,119534,4.673388122985545e-4,3.879386142749447e-4,4.893523072150296e-4
210297,17676,25066,20893,7.033599140191448e-5,1.0603525729413303e-4,8.553246569715408e-5
210259,10128,27123,19488,4.0301138318544355e-5,1.1473686601726523e-4,7.978062946949402e-5
210228,16267,8783,13138,6.472932632580578e-5,3.715421945321832e-5,5.378478602063898e-5
209687,1127132,640510,793339,0.004485061476624954,0.0027095125927337886,0.003247797865491529
209676,181805,117979,146228,7.234348787522666e-4,4.99079774208271e-4,5.986331017069567e-4
209172,10134897,5996970,7634460,0.04032858272523698,0.025368637075528482,0.03125420897268438
208244,5000,8327,5479,1.9895901618554676e-5,3.522522889524638e-5,2.2430114371067206e-5
205795,1000,3041,1123,3.979180323710935e-6,1.2864167295597964e-5,4.597375148514049e-6
199152,2801,1846,1508,1.1145684086714329e-5,7.809027565825005e-6,6.173501089901323e-6
190197,27879,13837,19168,1.1093556824473716e-4,5.853386480407399e-5,7.847060271301628e-5
190007,952,691,394,3.7881796681728103e-6,2.923097534119761e-6,1.6129704439132105e-6
189939,1479,2524,1344,5.885207698768473e-6,1.067713194807276e-5,5.502112377206484e-6
189234,1256,1371,1409,4.997850486580934e-6,5.7996624012709e-6,5.768211562116024e-6
188923,22412,49868,21620,8.918138941500947e-5,2.1095373058101915e-4,8.850868273452693e-5
187931,6347,11293,9621,2.5255857514593304e-5,4.777212800696738e-5,3.938677320022588e-5
187846,1181,326,662,4.699411962302615e-6,1.3790590392518697e-6,2.710117852463313e-6
187839,1211,473,706,4.818787372013943e-6,2.000904679650719e-6,2.8902465314790016e-6
187836,1821,913,1167,7.246087369477613e-6,3.862211358395574e-6,4.777503827529738e-6
183432,1341,386,691,5.336080814096364e-6,1.632873586353441e-6,2.8288390272691076e-6
170841,59027,34060,48568,2.3487907696768538e-4,1.4408205790465855e-4,1.9882931096440812e-4
170728,69633,99322,20021,2.7708226348096356e-4,4.2015614078703744e-4,8.196264278575225e-5
170630,13513,17308,31788,5.377066371430587e-5,7.321703635389988e-5,1.3013478292160692e-4
170487,16245,25138,19432,6.464178435868414e-5,1.0633983475065491e-4,7.955137478711042e-5
170319,20059,13860,11764,7.981837811331765e-5,5.8631160380462927e-5,4.815985863501271e-5
170278,2971,1290,3825,1.1822144741745189e-5,5.457012762683779e-6,1.5658913573522918e-5
170275,7533,6070,5868,2.9975165378514475e-5,2.5677571681775613e-5,2.4022615646910453e-5
170242,1688,1055,573,6.7168563864240586e-6,4.462905786535959e-6,2.345766660817943e-6
169614,1228,438,221,4.8864334375170285e-6,1.8528461938414692e-6,9.047372286924353e-7
169611,4160,5705,4227,1.655339014663749e-5,2.4133533186907722e-5,1.7304634686348073e-5
169610,1147,1998,871,4.564119831296443e-6,8.452024418482318e-6,3.5657290777878333e-6
168880,2002,3445,1732,7.966319008069292e-6,1.4573185246081876e-5,7.090519819435737e-6
163829,6802,9511,3203,2.706638456188178e-5,4.023383595805071e-5,1.3112549065619322e-5
163410,8836,15782,14586,3.516003734030982e-5,6.676168637261659e-5,5.971265709370073e-5
161401,81328,60311,21057,3.2361877736676294e-4,2.551301525040476e-4,8.620385440984892e-5
161388,2221,2284,1403,8.837759498961988e-6,9.661873759666473e-6,5.743648560432067e-6
160575,8339,7339,10236,3.318238471942549e-5,3.104574935297384e-5,4.190448087283153e-5
146435,4031,3950,2363,1.604007588487878e-5,1.6709457684186766e-5,9.67372882986527e-6
146430,2472,41749,2302,9.836533760213432e-6,1.7660839211572487e-4,9.4240049794117e-6
146264,4639,3174,3979,1.8459417521695027e-5,1.3426789541673113e-5,1.6289363950077828e-5
138111,42995,5441,2750,1.7108485801795167e-4,2.3016749179660808e-5,1.125804243848053e-5
135765,6709,9112,5651,2.6696320791776663e-5,3.8545969219825265e-5,2.313425375267399e-5
135325,13429,10752,12080,5.343641256711415e-5,4.548356684060155e-5,4.945351005703447e-5
135323,8940,730,4802,3.557387209397576e-5,3.088076989735782e-6,1.9658589014394002e-5
135260,8870,27073,39957,3.529532947131599e-5,1.1452535389468059e-4,1.635773097143151e-4
135163,533,481,412,2.1209031125379283e-6,2.034746619264262e-6,1.686659448965083e-6
134328,60897,50909,54810,2.423201441730248e-4,2.153574129732314e-4,2.2438302038295193e-4
133924,3078,7966,3185,1.2247917036382259e-5,3.369811137018526e-5,1.3038860060567449e-5
133605,14267,11629,8738,5.677096567838391e-5,4.9193489470736174e-5,3.577191811907013e-5
133467,10286,32038,40459,4.092984880969068e-5,1.355285076673356e-4,1.6563241418853953e-4
132335,25325,53757,50865,1.0077274169797943e-4,2.2740514347565266e-4,2.0823284677574987e-4
132248,1782,4465,1737,7.090899336852886e-6,1.8888032546808584e-5,7.110988987505702e-6
131989,3664,2483,1802,1.4579716706076867e-5,1.0503692007553352e-5,7.377088172415242e-6
131524,13898,9544,8116,5.530264813893458e-5,4.037343395895658e-5,3.3225553611166534e-5
131446,527739,340454,645169,0.0020999686448548854,0.0014402029636486383,0.002641214538906198
131427,799,941,622,3.1793650786450374e-6,3.980658147042974e-6,2.546364507903596e-6
131421,226823,79224,212799,9.025696185650854e-4,3.351367279929145e-4,8.711636992240793e-4
130738,7939,15866,10350,3.1590712589941116e-5,6.71170267385588e-5,4.237117790482672e-5
130659,12024,14921,8918,4.784566421230029e-5,6.311944762170904e-5,3.650880816958886e-5
130582,32719,43259,45726,1.3019480101149808e-4,1.829960582177811e-4,1.8719463583344024e-4
130549,5008,6556,3423,1.9927735061144362e-5,2.7733469513298337e-5,1.4013192460697764e-5
130548,26315,60048,36144,1.0471213021845326e-4,2.540175987392524e-4,1.479675221441601e-4
130530,13337,20690,39360,5.3070327977332743e-5,8.752371632552511e-5,1.6113329104676133e-4
130528,4993,4886,4179,1.98680473562887e-5,2.0668964618971274e-5,1.7108130672876412e-5
130463,69626,45425,59463,2.7705440921869755e-4,1.921587633681478e-4,2.43431628188861e-4
128059,3802,4766,4438,1.5128843590748976e-5,2.0161335524768134e-5,1.816843357890058e-5
127630,3954,1488,3163,1.5733678999953038e-5,6.294600768118964e-6,1.2948795721059605e-5
125960,24497,16845,11527,9.747798038994679e-5,7.125843409876609e-5,4.7189620068496384e-5
125942,8632,10820,8191,3.4348284554272795e-5,4.577122332731666e-5,3.353259113221601e-5
125898,215,449,132,8.55523769597851e-7,1.8993788608100906e-6,5.403860370470654e-7
125897,13933,25066,12748,5.544191945026446e-5,1.0603525729413303e-4,5.218819091118174e-5
125868,5000,8973,3928,1.9895901618554676e-5,3.795796551903996e-5,1.608057843576419e-5
125802,12886,4044,12843,5.127571765133911e-5,1.7107100474645894e-5,5.257710510451107e-5
124996,47521,18418,29177,1.8909462816306735e-4,7.791260547527895e-5,1.1944578335547142e-4
121191,1532,2109,1610,6.096104255925153e-6,8.921581330620225e-6,6.591072118528601e-6
118967,366,808,977,1.4563799984782022e-6,3.4180359009678244e-6,3.999675440871083e-6
118602,13121,14556,22028,5.221082502741118e-5,6.157540912684115e-5,9.017896684903604e-5
118128,10823,1583,1448,4.3066668643523454e-5,6.6964738010297845e-6,5.927871073061748e-6
118125,3842,4320,2822,1.5288010803697414e-5,1.8274647391313123e-5,1.155279845868802e-5
118060,13554,14907,13438,5.393381010757802e-5,6.306022422738534e-5,5.5012936104836856e-5
117962,11048,11660,9588,4.396198421635841e-5,4.9324626986738655e-5,3.9251676690964115e-5
117769,38788,24127,30683,1.5434444639609974e-4,1.0206305963199344e-4,1.2561109677814477e-4
117750,38771,12834,20428,1.5427680033059667e-4,5.429093162502606e-5,8.362883306664737e-5
117745,61894,50044,75130,2.462873869557646e-4,2.116982532525171e-4,3.075697194192881e-4
117300,1722,2211,2245,6.852148517430231e-6,9.353066060692896e-6,9.190656463414105e-6
117249,18029,12419,19533,7.174064205618445e-5,5.253538100757353e-5,7.996485198212371e-5
117245,5095,18922,8539,2.0273923749307214e-5,8.004464767093215e-5,3.495724522988554e-5
117242,13325,4479,8693,5.302257781344821e-5,1.8947255941132285e-5,3.558769560644045e-5
117235,5738,11920,16470,2.2832536697453346e-5,5.04244900241788e-5,6.742543962246339e-5
117213,18671,19174,68202,7.429527582400687e-5,8.111066876875874e-5,2.792076401415451e-4
117212,25995,18769,23990,1.0343879251486577e-4,7.939742057582314e-5,9.821106839969014e-5
117201,45310,25675,16167,1.8029666046734248e-4,1.0861147494721397e-4,6.618500803742353e-5
117200,19654,15919,16105,7.820681008221472e-5,6.734122958849851e-5,6.593119035335598e-5
117199,560850,618644,519746,0.002231723284553278,0.0026170141112850727,0.002127753645538364
117196,1547,5524,3697,6.155791960780817e-6,2.3367859303151315e-5,1.5134902870931825e-5
117195,12987633,13237916,13113884,0.051680133685178826,0.055999594235144036,0.05368605912920393
117192,62972,44836,51172,2.50576943344725e-4,1.896671505641007e-4,2.0948965369524568e-4
117191,555,590,464,2.208445079659569e-6,2.4958430464987825e-6,1.8995387968927148e-6
117190,6170,8798,18250,2.455154259729647e-5,3.7217673089993714e-5,7.471246345537079e-5
117182,12117,14812,9872,4.82157279824054e-5,6.265835119447453e-5,4.0414325437338105e-5
116942,60732,41623,53155,2.416635794196125e-4,1.7607538156681158e-4,2.1760772575179366e-4
115895,13157,26861,26892,5.235407551906478e-5,1.136285424949217e-4,1.100913735474976e-4
